user_id,事件,时间,顺序
1180401512837296133,Game_Level_enter,2023-12-02 09:59:05.140,3
1183198940036599808,equipment,2023-12-22 02:32:03.142,1
1183198940036599808,equipment,2023-12-22 02:32:03.141,2
1183198940036599808,equipment,2023-12-22 02:31:28.761,3
1182856719080890368,equipment,2023-12-11 00:28:38.125,1
1182856719080890368,Game_Level_enter,2023-12-11 00:18:08.665,2
1182856719080890368,equipment,2023-12-11 00:17:51.983,3
1183010873455681540,equipment,2023-12-12 03:00:13.635,1
1183010873455681540,equipment,2023-12-12 03:00:13.633,2
1183010873455681540,Game_Level_enter,2023-12-12 02:49:00.114,3
1183170159326535680,equipment,2023-12-16 15:14:21.467,1
1183170159326535680,equipment,2023-12-16 15:14:19.662,2
1183170159326535680,Game_Level_enter,2023-12-10 21:31:38.240,3
1183446126280314880,role_recruit,2023-12-13 12:25:58.449,1
1183446126280314880,equipment,2023-12-13 12:25:19.687,2
1183446126280314880,equipment,2023-12-13 12:25:19.687,2
1180966489193189376,equipment,2023-12-06 22:23:04.400,1
1180966489193189376,equipment,2023-12-06 22:23:04.398,2
1180966489193189376,equipment,2023-12-06 22:22:55.172,3
1181228930368020480,equipment,2023-12-06 17:59:46.845,1
1181228930368020480,equipment,2023-12-06 17:59:42.879,2
1181228930368020480,equipment,2023-12-06 17:59:42.877,3
1182297225246547968,equipment,2023-12-09 18:23:58.761,1
1182297225246547968,Game_Level_enter,2023-12-09 18:06:16.405,2
1182297225246547968,equipment,2023-12-09 18:03:51.255,3
1180184971889872898,equipment,2023-12-08 14:43:29.817,1
1180184971889872898,equipment,2023-12-08 14:43:29.816,2
1180184971889872898,equipment,2023-12-08 14:43:29.814,3
1183036155403177984,equipment,2023-12-12 15:23:21.437,1
1183036155403177984,equipment,2023-12-12 15:23:21.435,2
1183036155403177984,role_recruit,2023-12-12 15:22:50.470,3
1182208527460995072,Game_Level_enter,2023-12-09 12:06:05.873,1
1182208527460995072,equipment,2023-12-09 12:05:52.886,2
1182208527460995072,draw_card,2023-12-09 12:05:47.359,3
1181910533238951936,Game_Level_enter,2023-12-09 00:19:01.537,1
1181910533238951936,equipment,2023-12-09 00:18:28.411,2
1181910533238951936,equipment,2023-12-09 00:18:22.418,3
1182456777866752002,equipment,2023-12-09 15:14:41.987,1
1182456777866752002,equipment,2023-12-09 15:14:40.560,2
1182456777866752002,equipment,2023-12-09 15:14:36.865,3
1181918559903682560,Game_Level_enter,2023-12-09 06:49:59.493,1
1181918559903682560,equipment,2023-12-09 06:48:35.951,2
1181918559903682560,equipment,2023-12-09 06:48:26.894,3
1182235737198694400,equipment,2023-12-09 23:06:07.237,1
1182235737198694400,equipment,2023-12-09 23:06:07.237,1
1182235737198694400,equipment,2023-12-09 23:06:07.236,3
1182812680788910082,equipment,2023-12-10 11:57:07.152,1
1182812680788910082,equipment,2023-12-10 11:57:06.333,2
1182812680788910082,equipment,2023-12-10 11:57:05.502,3
1182333428658352128,equipment,2023-12-16 08:29:10.915,1
1182333428658352128,equipment,2023-12-16 08:29:10.913,2
1182333428658352128,equipment,2023-12-16 08:28:15.570,3
1182443388260061184,Game_Level_enter,2023-12-09 12:39:53.466,1
1182443388260061184,draw_card,2023-12-09 12:39:09.219,2
1182443388260061184,equipment,2023-12-09 12:39:09.091,3
1184961110319575040,equipment,2023-12-16 12:02:38.124,1
1184961110319575040,equipment,2023-12-16 12:02:33.397,2
1184961110319575040,equipment,2023-12-16 12:02:10.925,3
1183511734380408832,equipment,2023-12-15 11:23:52.224,1
1183511734380408832,Game_Level_enter,2023-12-15 11:07:10.257,2
1183511734380408832,draw_card,2023-12-15 07:03:54.865,3
1182439524408500224,Game_Level_enter,2023-12-10 22:40:16.145,1
1182439524408500224,Game_Level_enter,2023-12-10 22:33:52.624,2
1182439524408500224,Game_Level_enter,2023-12-10 22:27:49.023,3
1182983901463719941,draw_card,2023-12-14 10:44:09.778,1
1182983901463719941,equipment,2023-12-14 10:44:09.598,2
1182983901463719941,draw_card,2023-12-14 10:44:09.266,3
1182744835153469440,role_recruit,2023-12-14 10:11:13.901,1
1182744835153469440,role_recruit,2023-12-14 10:11:08.453,2
1182744835153469440,equipment,2023-12-14 10:11:03.352,3
1182431256927809536,Game_Level_enter,2023-12-10 03:06:49.630,1
1182431256927809536,In_appPurchases_BuyFailed,2023-12-10 03:05:36.907,2
1182431256927809536,draw_card,2023-12-10 03:05:30.784,3
1182427421618479104,equipment,2023-12-08 23:06:19.589,1
1182427421618479104,equipment,2023-12-08 23:06:15.490,2
1182427421618479104,equipment,2023-12-08 23:06:15.488,3
1190089374012805126,role_recruit,2023-12-30 10:03:31.600,1
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190089374012805126,equipment,2023-12-30 10:03:07.842,2
1190438518053146626,equipment,2023-12-30 09:38:58.003,1
1190438518053146626,equipment,2023-12-30 09:11:09.088,2
1190438518053146626,equipment,2023-12-30 09:11:08.322,3
1187886838388367360,Game_Level_enter,2023-12-31 02:09:33.233,1
1187886838388367360,Game_Level_enter,2023-12-31 01:48:30.101,2
1187886838388367360,equipment,2023-12-31 01:48:18.681,3
1190515705322156034,role_recruit,2023-12-31 01:02:59.070,1
1190515705322156034,equipment,2023-12-31 01:02:18.295,2
1190515705322156034,role_recruit,2023-12-31 01:01:31.170,3
1190528508875513856,equipment,2023-12-31 16:28:16.940,1
1190528508875513856,equipment,2023-12-31 16:28:13.540,2
1190528508875513856,equipment,2023-12-31 16:28:07.795,3
1180178681394376706,draw_card,2023-12-03 16:10:41.012,1
1180178681394376706,equipment,2023-12-03 16:10:40.849,2
1180178681394376706,draw_card,2023-12-03 16:10:37.892,3
1181208345613180928,role_recruit,2023-12-06 10:55:22.319,1
1181208345613180928,equipment,2023-12-06 10:55:14.652,2
1181208345613180928,equipment,2023-12-06 10:55:14.652,2
1181208345613180928,equipment,2023-12-06 10:55:14.652,2
1181208345613180928,equipment,2023-12-06 10:55:14.652,2
1181006996086730752,draw_card,2023-12-17 12:10:34.469,1
1181006996086730752,equipment,2023-12-17 12:10:34.318,2
1181006996086730752,equipment,2023-12-17 12:10:34.318,2
1185622770910769152,equipment,2023-12-17 14:28:32.660,1
1185622770910769152,draw_card,2023-12-17 14:28:30.830,2
1185622770910769152,equipment,2023-12-17 14:28:26.528,3
1182269412695089152,equipment,2023-12-09 13:45:20.331,1
1182269412695089152,equipment,2023-12-09 13:45:19.214,2
1182269412695089152,equipment,2023-12-09 13:45:18.078,3
1182092335454887936,equipment,2023-12-08 12:39:47.410,1
1182092335454887936,role_recruit,2023-12-08 12:38:39.208,2
1182092335454887936,role_recruit,2023-12-08 12:37:42.195,3
1182653648094629888,role_recruit,2023-12-22 04:24:57.474,1
1182653648094629888,equipment,2023-12-22 04:24:22.649,2
1182653648094629888,equipment,2023-12-22 04:24:22.648,3
1182232254923943953,equipment,2023-12-10 15:19:51.039,1
1182232254923943953,equipment,2023-12-10 15:19:51.039,1
1182232254923943953,equipment,2023-12-10 15:19:49.573,3
1182278401055010820,Game_Level_enter,2023-12-08 11:37:26.038,1
1182278401055010820,Game_Level_enter,2023-12-07 14:39:10.755,2
1182278401055010820,role_recruit,2023-12-07 12:20:08.672,3
1182262515472539648,Game_Level_enter,2023-12-12 18:50:19.044,1
1182262515472539648,equipment,2023-12-12 18:49:57.236,2
1182262515472539648,equipment,2023-12-12 18:49:57.234,3
1181321913180368902,role_recruit,2023-12-09 12:21:22.710,1
1181321913180368902,draw_card,2023-12-09 12:21:13.526,2
1181321913180368902,equipment,2023-12-09 12:21:13.358,3
1182114602859638784,equipment,2023-12-22 14:39:45.659,1
1182114602859638784,equipment,2023-12-22 14:39:44.005,2
1182114602859638784,equipment,2023-12-22 14:39:41.993,3
1181902593157238784,Game_Level_enter,2023-12-11 05:20:23.502,1
1181902593157238784,draw_card,2023-12-11 05:19:22.161,2
1181902593157238784,equipment,2023-12-11 05:19:21.944,3
1182088305550823424,Game_Level_enter,2023-12-09 17:17:04.199,1
1182088305550823424,equipment,2023-12-09 17:15:34.326,2
1182088305550823424,equipment,2023-12-09 17:15:34.325,3
1182108805849161728,Game_Level_enter,2023-12-22 16:26:00.552,1
1182108805849161728,Game_Level_enter,2023-12-07 01:10:25.860,2
1182108805849161728,role_recruit,2023-12-07 01:08:52.417,3
1182408514090315776,role_recruit,2023-12-09 19:03:14.794,1
1182408514090315776,equipment,2023-12-09 19:02:57.073,2
1182408514090315776,equipment,2023-12-09 19:02:28.329,3
1180352110265376768,role_recruit,2023-12-07 14:45:07.291,1
1180352110265376768,equipment,2023-12-07 14:42:36.423,2
1180352110265376768,equipment,2023-12-07 14:42:36.422,3
1181994864695324672,Game_Level_enter,2023-12-08 12:09:39.093,1
1181994864695324672,role_recruit,2023-12-07 15:22:09.730,2
1181994864695324672,Game_Level_enter,2023-12-07 15:12:26.047,3
1184234772579225600,Game_Level_enter,2023-12-13 14:06:13.333,1
1184234772579225600,equipment,2023-12-13 06:40:56.601,2
1184234772579225600,role_recruit,2023-12-13 06:39:57.646,3
1183551105007620096,equipment,2023-12-11 23:21:28.213,1
1183551105007620096,equipment,2023-12-11 23:21:28.212,2
1183551105007620096,equipment,2023-12-11 23:20:21.045,3
1182166269101608960,role_recruit,2023-12-11 01:45:32.552,1
1182166269101608960,equipment,2023-12-11 01:43:32.147,2
1182166269101608960,equipment,2023-12-11 01:43:25.724,3
1190433048764620800,role_recruit,2023-12-31 09:15:19.182,1
1190433048764620800,role_recruit,2023-12-31 09:15:14.903,2
1190433048764620800,role_recruit,2023-12-31 09:15:11.728,3
1190440458287845376,role_recruit,2023-12-31 09:27:14.540,1
1190440458287845376,role_recruit,2023-12-31 09:27:10.258,2
1190440458287845376,equipment,2023-12-31 09:25:33.352,3
1190440458287845376,equipment,2023-12-31 09:25:33.352,3
1185284231236956160,Game_Level_enter,2023-12-30 03:24:30.262,1
1185284231236956160,Game_Level_enter,2023-12-17 13:19:14.868,2
1185284231236956160,Game_Level_enter,2023-12-15 19:16:31.978,3
1189874652588023808,draw_card,2023-12-30 21:55:21.486,1
1189874652588023808,equipment,2023-12-30 21:55:21.194,2
1189874652588023808,equipment,2023-12-30 21:55:06.797,3
1190464461513695234,Game_Level_enter,2023-12-31 11:35:53.988,1
1190464461513695234,role_recruit,2023-12-31 11:34:37.956,2
1190464461513695234,In_appPurchases_BuyFailed,2023-12-31 11:33:27.212,3
1190654067001528322,role_recruit,2023-12-31 18:25:55.946,1
1190654067001528322,equipment,2023-12-31 18:25:49.244,2
1190654067001528322,equipment,2023-12-31 18:25:48.528,3
1190457963546939398,equipment,2023-12-30 17:14:06.439,1
1190457963546939398,equipment,2023-12-30 17:14:04.074,2
1190457963546939398,role_recruit,2023-12-30 14:04:47.136,3
1190249528331083776,equipment,2023-12-31 09:29:09.957,1
1190249528331083776,equipment,2023-12-31 09:29:09.957,1
1190249528331083776,equipment,2023-12-31 09:29:09.957,1
1190249528331083776,equipment,2023-12-31 09:29:09.957,1
1190249528331083776,equipment,2023-12-31 09:29:09.957,1
1190249528331083776,equipment,2023-12-31 09:29:09.957,1
1190249528331083776,equipment,2023-12-31 09:29:09.957,1
1190687158801805312,equipment,2023-12-31 12:33:29.332,1
1190687158801805312,equipment,2023-12-31 12:33:25.087,2
1190687158801805312,equipment,2023-12-31 12:33:24.036,3
1190597308287295488,equipment,2023-12-31 20:45:40.853,1
1190597308287295488,role_recruit,2023-12-31 20:45:08.944,2
1190597308287295488,Game_Level_enter,2023-12-31 20:27:24.977,3
1190658394525016064,equipment,2023-12-31 22:41:06.070,1
1190658394525016064,equipment,2023-12-31 22:40:17.001,2
1190658394525016064,equipment,2023-12-31 22:40:17.000,3
1185297226939764736,Game_Level_enter,2023-12-30 15:59:32.457,1
1185297226939764736,role_recruit,2023-12-30 15:42:56.105,2
1185297226939764736,Game_Level_enter,2023-12-20 20:44:01.792,3
1190415277536325632,role_recruit,2023-12-31 09:04:55.712,1
1190415277536325632,Game_Level_enter,2023-12-31 08:58:09.763,2
1190415277536325632,Game_Level_enter,2023-12-31 08:54:29.213,3
1190200540038959104,role_recruit,2023-12-30 16:49:08.571,1
1190200540038959104,equipment,2023-12-30 16:48:27.110,2
1190200540038959104,Game_Level_enter,2023-12-30 16:30:02.638,3
1189373725502353408,role_recruit,2023-12-30 16:35:47.442,1
1189373725502353408,equipment,2023-12-30 16:33:19.310,2
1189373725502353408,equipment,2023-12-30 16:33:19.309,3
1190400097213489152,draw_card,2023-12-31 18:42:15.301,1
1190400097213489152,equipment,2023-12-31 18:42:15.062,2
1190400097213489152,draw_card,2023-12-31 18:42:12.343,3
1190398703060398082,Game_Level_enter,2023-12-31 12:05:38.794,1
1190398703060398082,Game_Level_enter,2023-12-30 23:12:37.143,2
1190398703060398082,equipment,2023-12-30 23:12:18.073,3
1186821273968189440,equipment,2023-12-21 20:36:16.420,1
1186821273968189440,equipment,2023-12-21 20:34:57.303,2
1186821273968189440,Game_Level_enter,2023-12-21 20:20:56.982,3
1180588447543336964,equipment,2023-12-20 06:09:36.421,1
1180588447543336964,role_recruit,2023-12-20 06:09:03.661,2
1180588447543336964,role_recruit,2023-12-20 06:08:55.462,3
1181059037723111424,draw_card,2023-12-20 03:39:23.245,1
1181059037723111424,equipment,2023-12-20 03:39:23.191,2
1181059037723111424,In_appPurchases_BuyFailed,2023-12-20 03:38:30.499,3
1180846693877288960,equipment,2023-12-20 14:18:50.219,1
1180846693877288960,equipment,2023-12-20 14:17:11.367,2
1180846693877288960,equipment,2023-12-20 14:17:11.366,3
1186568249941172224,role_recruit,2023-12-20 18:15:02.526,1
1186568249941172224,role_recruit,2023-12-20 18:14:57.301,2
1186568249941172224,role_recruit,2023-12-20 18:14:52.238,3
1182318120824483840,Game_Level_enter,2023-12-09 17:07:20.260,1
1182318120824483840,role_recruit,2023-12-09 17:06:00.313,2
1182318120824483840,role_recruit,2023-12-09 17:05:55.448,3
1186956234457100288,Game_Level_enter,2023-12-24 20:14:39.121,1
1186956234457100288,equipment,2023-12-24 20:04:13.127,2
1186956234457100288,equipment,2023-12-24 20:04:13.125,3
1183705751827259392,role_recruit,2023-12-25 07:25:50.013,1
1183705751827259392,role_recruit,2023-12-25 07:25:34.521,2
1183705751827259392,role_recruit,2023-12-25 07:25:28.269,3
1187353839557156864,equipment,2023-12-23 11:34:36.549,1
1187353839557156864,Game_Level_enter,2023-12-23 11:17:07.468,2
1187353839557156864,equipment,2023-12-23 11:15:19.869,3
1187492202423525378,equipment,2023-12-23 09:27:17.353,1
1187492202423525378,equipment,2023-12-23 09:27:17.351,2
1187492202423525378,equipment,2023-12-23 09:27:06.224,3
1184243832846290944,equipment,2023-12-14 15:44:20.469,1
1184243832846290944,equipment,2023-12-14 15:43:24.976,2
1184243832846290944,equipment,2023-12-14 15:43:07.980,3
1184243832846290944,equipment,2023-12-14 15:43:07.980,3
1182474113927622656,draw_card,2023-12-18 21:12:26.429,1
1182474113927622656,equipment,2023-12-18 21:12:26.207,2
1182474113927622656,equipment,2023-12-18 21:10:52.616,3
1184826976171462656,equipment,2023-12-25 10:19:47.421,1
1184826976171462656,equipment,2023-12-25 10:19:13.506,2
1184826976171462656,equipment,2023-12-25 10:16:34.401,3
1188925478132523010,Game_Level_enter,2023-12-29 11:10:38.775,1
1188925478132523010,equipment,2023-12-29 11:10:22.042,2
1188925478132523010,equipment,2023-12-29 11:10:22.041,3
1188925478132523010,equipment,2023-12-29 11:10:22.041,3
1189910602089246722,role_recruit,2023-12-31 07:50:03.083,1
1189910602089246722,equipment,2023-12-31 07:49:06.963,2
1189910602089246722,Game_Level_enter,2023-12-31 07:30:06.508,3
1189622238169538560,draw_card,2023-12-30 00:42:36.830,1
1189622238169538560,equipment,2023-12-30 00:42:36.731,2
1189622238169538560,equipment,2023-12-29 15:49:18.931,3
1190148340843548672,equipment,2023-12-31 03:47:04.685,1
1190148340843548672,equipment,2023-12-31 03:47:02.200,2
1190148340843548672,equipment,2023-12-31 03:47:00.707,3
1190148340843548672,equipment,2023-12-31 03:47:00.707,3
1189563363886116864,Game_Level_enter,2023-12-29 14:59:27.717,1
1189563363886116864,Game_Level_enter,2023-12-29 14:58:42.320,2
1189563363886116864,equipment,2023-12-29 14:49:32.747,3
1189975498185256960,equipment,2023-12-29 18:54:08.106,1
1189975498185256960,Game_Level_enter,2023-12-29 18:41:41.445,2
1189975498185256960,equipment,2023-12-29 14:59:43.270,3
1189139348990210048,equipment,2023-12-29 02:11:42.231,1
1189139348990210048,equipment,2023-12-29 02:11:42.229,2
1189139348990210048,Game_Level_enter,2023-12-29 01:58:38.072,3
1190263916987428864,Game_Level_enter,2023-12-31 21:11:23.605,1
1190263916987428864,equipment,2023-12-31 13:13:58.241,2
1190263916987428864,equipment,2023-12-31 13:13:58.240,3
1190332291205832704,Game_Level_enter,2023-12-30 12:38:05.702,1
1190332291205832704,equipment,2023-12-30 12:37:49.351,2
1190332291205832704,equipment,2023-12-30 12:37:41.565,3
1190328810927558656,equipment,2023-12-30 09:21:13.196,1
1190328810927558656,equipment,2023-12-30 09:21:09.928,2
1190328810927558656,role_recruit,2023-12-30 09:20:42.092,3
1188547685913731072,equipment,2023-12-29 23:14:45.314,1
1181021240748421120,draw_card,2023-12-05 21:03:37.068,3
1180754276134170624,Game_Level_enter,2023-12-06 11:24:36.112,1
1180754276134170624,equipment,2023-12-06 11:23:31.580,2
1180754276134170624,equipment,2023-12-06 11:23:28.550,3
1186180615112761344,role_recruit,2023-12-25 18:07:31.701,1
1186180615112761344,role_recruit,2023-12-25 18:07:23.166,2
1186180615112761344,equipment,2023-12-25 18:06:22.944,3
1186100485916987392,Game_Level_enter,2023-12-19 21:43:15.138,1
1186100485916987392,equipment,2023-12-19 21:42:00.518,2
1186100485916987392,equipment,2023-12-19 02:17:29.097,3
1186108425428279296,equipment,2023-12-22 21:45:12.834,1
1186108425428279296,equipment,2023-12-22 21:45:09.392,2
1186108425428279296,equipment,2023-12-22 21:45:07.045,3
1184249426919563264,Game_Level_enter,2023-12-13 08:20:29.639,1
1184249426919563264,role_recruit,2023-12-12 20:52:37.364,2
1184249426919563264,Game_Level_enter,2023-12-12 20:44:36.442,3
1184227793945239552,role_recruit,2023-12-12 23:34:47.655,1
1184227793945239552,role_recruit,2023-12-12 23:24:29.131,2
1184227793945239552,Game_Level_enter,2023-12-12 23:12:42.905,3
1180083504994586624,role_recruit,2023-12-04 20:20:40.580,1
1180083504994586624,equipment,2023-12-04 20:20:32.093,2
1180083504994586624,equipment,2023-12-04 20:20:28.501,3
1182229136144338944,draw_card,2023-12-07 16:19:52.147,1
1182229136144338944,equipment,2023-12-07 16:19:51.534,2
1182229136144338944,equipment,2023-12-07 16:19:44.355,3
1181001933364670464,equipment,2023-12-05 22:50:39.581,1
1181001933364670464,equipment,2023-12-04 21:22:12.755,2
1181001933364670464,equipment,2023-12-04 21:10:31.336,3
1180976569691152384,equipment,2023-12-08 20:11:37.938,1
1180976569691152384,equipment,2023-12-08 20:11:11.759,2
1180976569691152384,equipment,2023-12-08 20:10:59.315,3
1180311160818241536,Game_Level_enter,2023-12-03 23:57:44.668,1
1180311160818241536,draw_card,2023-12-03 23:57:21.997,2
1180311160818241536,equipment,2023-12-03 23:57:21.865,3
1180992708433424384,draw_card,2023-12-05 21:02:20.246,1
1180992708433424384,equipment,2023-12-05 21:02:20.056,2
1180992708433424384,equipment,2023-12-05 21:00:54.001,3
1180998553321873408,Game_Level_enter,2023-12-03 17:34:43.059,1
1180998553321873408,role_recruit,2023-12-03 17:33:52.912,2
1180998553321873408,Game_Level_enter,2023-12-03 17:26:48.291,3
1180566163814354944,draw_card,2023-12-08 09:45:27.905,1
1180566163814354944,equipment,2023-12-08 09:45:27.536,2
1180566163814354944,draw_card,2023-12-08 09:45:25.886,3
1180605174041812992,Game_Level_enter,2023-12-05 14:18:43.266,1
1180605174041812992,equipment,2023-12-05 14:18:06.495,2
1180605174041812992,equipment,2023-12-05 14:18:03.928,3
1180600954412601344,Game_Level_enter,2023-12-08 09:01:29.016,1
1180600954412601344,equipment,2023-12-08 09:00:25.922,2
1180600954412601344,equipment,2023-12-08 08:58:27.416,3
1180631535166959616,In_appPurchases_BuyFailed,2023-12-30 00:07:14.857,1
1180631535166959616,role_recruit,2023-12-30 00:06:34.842,2
1180631535166959616,role_recruit,2023-12-30 00:06:18.954,3
1180252631717654528,equipment,2023-12-28 12:45:45.753,1
1180252631717654528,equipment,2023-12-28 12:45:45.751,2
1180252631717654528,Game_Level_enter,2023-12-24 10:37:09.391,3
1181003061355618304,equipment,2023-12-05 00:47:21.718,1
1181003061355618304,equipment,2023-12-05 00:47:18.268,2
1181003061355618304,role_recruit,2023-12-05 00:42:57.949,3
1186246343316746240,In_appPurchases_BuyFailed,2023-12-18 16:02:48.542,1
1186246343316746240,equipment,2023-12-18 15:12:40.864,2
1186246343316746240,equipment,2023-12-18 15:12:40.863,3
1186416265879625728,draw_card,2023-12-24 18:23:46.320,1
1186416265879625728,equipment,2023-12-24 18:23:45.992,2
1186416265879625728,equipment,2023-12-24 18:23:45.991,3
1186010215561048064,Game_Level_enter,2023-12-29 15:25:15.351,1
1186010215561048064,role_recruit,2023-12-18 22:10:51.222,2
1186010215561048064,Game_Level_enter,2023-12-17 19:21:39.771,3
1186065527743721472,Game_Level_enter,2023-12-18 22:42:41.547,1
1186065527743721472,role_recruit,2023-12-18 22:41:52.830,2
1186065527743721472,equipment,2023-12-18 22:39:22.912,3
1183937127591710720,Game_Level_enter,2023-12-14 09:16:45.670,1
1183937127591710720,Game_Level_enter,2023-12-12 01:12:52.193,2
1183937127591710720,role_recruit,2023-12-12 01:11:48.463,3
1184174070564925440,equipment,2023-12-13 15:27:53.555,1
1184174070564925440,equipment,2023-12-13 15:27:50.508,2
1184174070564925440,equipment,2023-12-13 15:27:37.353,3
1182442251364605953,Game_Level_enter,2023-12-10 17:12:27.954,1
1182442251364605953,Game_Level_enter,2023-12-10 17:00:11.528,2
1182442251364605953,role_recruit,2023-12-10 16:58:54.341,3
1180119485122617351,Game_Level_enter,2023-12-02 09:46:49.116,1
1180119485122617351,Game_Level_enter,2023-12-02 09:33:38.066,2
1180119485122617351,Game_Level_enter,2023-12-01 20:53:01.478,3
1186140535602024448,Game_Level_enter,2023-12-22 22:56:00.738,1
1186140535602024448,equipment,2023-12-22 22:55:48.646,2
1186140535602024448,equipment,2023-12-22 22:55:46.764,3
1181089091475738624,Game_Level_enter,2023-12-05 05:12:22.852,1
1181089091475738624,role_recruit,2023-12-05 05:11:50.934,2
1181089091475738624,equipment,2023-12-05 05:09:12.887,3
1182837351395627008,Game_Level_enter,2023-12-10 08:15:58.656,1
1182837351395627008,role_recruit,2023-12-10 08:07:53.219,2
1182837351395627008,role_recruit,2023-12-10 08:07:31.577,3
1188017064200122368,equipment,2023-12-29 21:43:20.322,1
1188017064200122368,equipment,2023-12-29 21:43:10.522,2
1188017064200122368,equipment,2023-12-29 21:43:07.410,3
1188017064200122368,equipment,2023-12-29 21:43:07.410,3
1180327684140441600,equipment,2023-12-05 19:50:03.885,1
1180327684140441600,equipment,2023-12-05 19:50:03.880,2
1180327684140441600,equipment,2023-12-05 19:49:58.093,3
1186908983651213312,role_recruit,2023-12-22 10:31:57.829,1
1186908983651213312,equipment,2023-12-21 17:07:00.086,2
1186908983651213312,equipment,2023-12-21 17:06:59.491,3
1185761129964511232,Game_Level_enter,2023-12-17 05:11:39.425,1
1185761129964511232,equipment,2023-12-17 05:11:02.582,2
1185761129964511232,equipment,2023-12-17 05:10:59.190,3
1185367926086049792,Game_Level_enter,2023-12-20 01:54:22.440,1
1185367926086049792,Game_Level_enter,2023-12-20 01:42:34.082,2
1185367926086049792,equipment,2023-12-20 01:40:51.340,3
1187291597105012736,Game_Level_enter,2023-12-21 19:30:42.571,1
1187291597105012736,equipment,2023-12-21 19:30:38.178,2
1187291597105012736,draw_card,2023-12-21 19:30:15.714,3
1185043149903376384,Game_Level_enter,2023-12-21 04:29:49.570,1
1185043149903376384,role_recruit,2023-12-21 04:28:42.619,2
1185043149903376384,role_recruit,2023-12-21 04:28:37.207,3
1188971322865098752,equipment,2023-12-26 12:09:52.480,1
1188971322865098752,equipment,2023-12-26 12:09:49.531,2
1188971322865098752,equipment,2023-12-26 12:09:47.462,3
1184952950179508224,role_recruit,2023-12-31 02:03:46.801,1
1184952950179508224,Game_Level_enter,2023-12-31 01:50:03.565,2
1184952950179508224,role_recruit,2023-12-29 09:51:51.908,3
1183164440460136448,Game_Level_enter,2023-12-28 16:59:57.130,1
1183164440460136448,role_recruit,2023-12-28 16:58:03.339,2
1183164440460136448,equipment,2023-12-28 16:57:42.187,3
1184495212005691392,In_appPurchases_BuyFailed,2023-12-22 09:45:33.292,1
1184495212005691392,equipment,2023-12-22 09:44:34.038,2
1184495212005691392,equipment,2023-12-22 09:44:29.204,3
1190699287319687170,equipment,2023-12-31 13:03:42.673,1
1190699287319687170,equipment,2023-12-31 13:03:41.146,2
1190699287319687170,draw_card,2023-12-31 13:03:37.220,3
1190953362913243136,role_recruit,2023-12-31 12:53:30.361,1
1190953362913243136,Game_Level_enter,2023-12-31 10:58:10.616,2
1190953362913243136,role_recruit,2023-12-31 10:55:34.012,3
1183508643497127936,Game_Level_enter,2023-12-21 22:53:55.016,1
1183508643497127936,Game_Level_enter,2023-12-10 19:48:38.432,2
1183508643497127936,role_recruit,2023-12-10 19:47:52.132,3
1186815924699672576,equipment,2023-12-21 23:45:39.971,1
1186815924699672576,equipment,2023-12-21 23:45:38.463,2
1186815924699672576,equipment,2023-12-21 23:45:37.706,3
1189959724825587712,Game_Level_enter,2023-12-28 16:55:26.432,1
1187480362687668230,role_recruit,2023-12-21 20:53:29.869,1
1187480362687668230,role_recruit,2023-12-21 20:50:24.806,2
1187480362687668230,Game_Level_enter,2023-12-21 20:43:06.753,3
1187477426205110272,Game_Level_enter,2023-12-22 00:28:10.626,1
1187477426205110272,role_recruit,2023-12-22 00:26:29.546,2
1187477426205110272,role_recruit,2023-12-22 00:26:09.627,3
1186802270524682240,equipment,2023-12-30 17:15:55.591,1
1186802270524682240,role_recruit,2023-12-30 17:15:24.947,2
1186802270524682240,equipment,2023-12-30 17:14:51.036,3
1186592737772707840,Game_Level_enter,2023-12-31 08:49:33.925,1
1186592737772707840,equipment,2023-12-31 08:49:12.612,2
1186592737772707840,equipment,2023-12-31 08:49:12.612,2
1185778212261601282,equipment,2023-12-22 18:56:46.477,1
1185778212261601282,equipment,2023-12-22 18:56:43.692,2
1185778212261601282,equipment,2023-12-22 18:56:40.102,3
1186018941525303296,Game_Level_enter,2023-12-30 21:52:34.039,1
1186018941525303296,equipment,2023-12-30 21:51:59.523,2
1186018941525303296,equipment,2023-12-30 21:51:57.446,3
1189932202113110016,Game_Level_enter,2023-12-28 15:06:06.714,1
1189932202113110016,Game_Level_enter,2023-12-28 15:05:59.584,2
1189991094373322752,Game_Level_enter,2023-12-28 19:10:20.728,1
1189991094373322752,role_recruit,2023-12-28 19:08:16.884,2
