user_id,事件,时间,顺序
1183075490760503296,equipment,2023-12-13 22:27:31.155,2
1183075490760503296,equipment,2023-12-13 22:27:28.739,3
1184187929287725056,equipment,2023-12-14 14:58:04.142,1
1184187929287725056,Game_Level_enter,2023-12-14 14:41:58.343,2
1184187929287725056,draw_card,2023-12-14 14:41:36.145,3
1184585180296253440,equipment,2023-12-17 15:23:26.944,1
1184585180296253440,equipment,2023-12-17 15:23:24.478,2
1184585180296253440,equipment,2023-12-17 15:23:01.444,3
1184622523308847104,draw_card,2023-12-22 22:25:11.205,1
1184622523308847104,equipment,2023-12-22 22:25:10.987,2
1184622523308847104,draw_card,2023-12-22 22:25:10.089,3
1184240408184500224,Game_Level_enter,2023-12-14 13:19:01.165,1
1184240408184500224,equipment,2023-12-14 13:18:39.914,2
1184240408184500224,draw_card,2023-12-14 13:18:23.664,3
1182341951685402624,Game_Level_enter,2023-12-19 19:45:37.826,1
1182341951685402624,Game_Level_enter,2023-12-19 19:38:17.337,2
1182341951685402624,equipment,2023-12-19 19:23:23.468,3
1182667734064832512,Game_Level_enter,2023-12-24 06:54:10.195,1
1182667734064832512,equipment,2023-12-09 18:32:08.513,2
1182667734064832512,equipment,2023-12-09 18:32:05.689,3
1182322722064052224,equipment,2023-12-10 07:28:29.119,1
1182322722064052224,role_recruit,2023-12-10 07:28:15.793,2
1182322722064052224,equipment,2023-12-10 07:27:47.113,3
1182725627657064448,equipment,2023-12-09 19:08:40.671,1
1182725627657064448,Game_Level_enter,2023-12-09 18:52:29.701,2
1182725627657064448,equipment,2023-12-09 18:52:07.529,3
1182725627657064448,equipment,2023-12-09 18:52:07.529,3
1182725627657064448,equipment,2023-12-09 18:52:07.529,3
1182425618562682880,role_recruit,2023-12-09 13:57:17.203,1
1182425618562682880,equipment,2023-12-09 13:56:57.326,2
1182425618562682880,Game_Level_enter,2023-12-09 13:49:03.527,3
1182399721436622848,Game_Level_enter,2023-12-09 14:40:08.373,1
1182399721436622848,Game_Level_enter,2023-12-09 14:32:25.927,2
1182399721436622848,role_recruit,2023-12-09 14:27:56.138,3
1182466098440712192,equipment,2023-12-10 11:21:40.369,1
1182466098440712192,Game_Level_enter,2023-12-08 20:44:09.664,2
1182466098440712192,role_recruit,2023-12-08 20:40:51.004,3
1182787178590113792,equipment,2023-12-10 10:21:04.707,1
1182787178590113792,equipment,2023-12-10 10:21:01.175,2
1182787178590113792,equipment,2023-12-10 10:20:56.676,3
1182462641847676931,Game_Level_enter,2023-12-09 22:48:12.362,1
1182462641847676931,equipment,2023-12-09 22:47:51.870,2
1182462641847676931,equipment,2023-12-09 22:47:35.116,3
1182351547619614720,equipment,2023-12-08 16:58:54.821,1
1182351547619614720,equipment,2023-12-08 16:54:51.989,2
1182351547619614720,equipment,2023-12-08 16:54:51.988,3
1182504448405024770,Game_Level_enter,2023-12-10 01:28:14.165,1
1182504448405024770,equipment,2023-12-10 01:27:59.864,2
1182504448405024770,equipment,2023-12-10 01:27:55.446,3
1182813052978860032,role_recruit,2023-12-10 06:07:05.272,1
1182813052978860032,role_recruit,2023-12-10 06:06:57.934,2
1182813052978860032,role_recruit,2023-12-10 06:06:52.186,3
1182797214473261056,role_recruit,2023-12-10 18:00:20.406,1
1182797214473261056,draw_card,2023-12-10 17:59:54.118,2
1182797214473261056,equipment,2023-12-10 17:59:53.827,3
1182213681371418626,equipment,2023-12-08 22:40:36.892,1
1182213681371418626,equipment,2023-12-08 22:40:36.890,2
1182213681371418626,equipment,2023-12-08 22:40:15.927,3
1182297999112417280,equipment,2023-12-09 21:35:52.835,1
1182297999112417280,equipment,2023-12-09 21:35:46.353,2
1182297999112417280,equipment,2023-12-09 21:35:43.881,3
1184891003937492992,Game_Level_enter,2023-12-16 08:40:49.103,1
1184891003937492992,equipment,2023-12-16 08:40:27.026,2
1184891003937492992,equipment,2023-12-16 08:40:22.120,3
1184865479915741184,equipment,2023-12-19 21:30:13.830,1
1184865479915741184,equipment,2023-12-19 21:30:13.828,2
1184865479915741184,equipment,2023-12-19 21:30:05.634,3
1184771095719325696,equipment,2023-12-16 13:34:16.250,1
1184771095719325696,role_recruit,2023-12-16 13:31:57.034,2
1184771095719325696,role_recruit,2023-12-16 13:31:51.028,3
1184912695300726784,Game_Level_enter,2023-12-24 20:15:01.544,1
1184912695300726784,Game_Level_enter,2023-12-14 23:34:29.076,2
1184912695300726784,In_appPurchases_BuyFailed,2023-12-14 20:11:19.333,3
1184851938978570240,Game_Level_enter,2023-12-16 15:12:22.984,1
1184851938978570240,equipment,2023-12-16 15:11:54.337,2
1184851938978570240,Game_Level_enter,2023-12-16 15:03:18.087,3
1184646882987610122,equipment,2023-12-16 09:12:17.320,1
