用户id,金币余额,绿币余额,ad_name,通用奖励翻倍原因,累计游戏场次,reward
1.16416E+18,580000,1.3,ad_video_wild,,3,"金币:undefined,绿币:0.05"
1.16425E+18,540000,1.61,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.4"
1.16422E+18,60000,3.23,ad_video_starfish,,1,"金币:0,绿币:0.29"
1.16425E+18,540000,1.53,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.27"
1.16405E+18,1040000,0.45,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16414E+18,540000,2.58,ad_video_popup_bonus,标记海星,1,"金币:undefined,绿币:0.05"
1.16419E+18,540000,1.8,ad_video_starfish,,2,"金币:undefined,绿币:0.03"
1.16419E+18,640000,2.38,ad_video_popup_bonus,任务奖励,1,"金币:undefined,绿币:0.05"
1.1642E+18,640000,2.32,ad_video_starfish,,2,"金币:100000,绿币:0"
1.16359E+18,815000,9.59,ad_video_popup_bonus,礼物-在线奖励,1,"金币:undefined,绿币:0.04"
1.16411E+18,540000,2.06,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16416E+18,335000,4.73,ad_video_gift_ad,,2,"金币:0,绿币:0.77"
1.1649E+18,540000,1.64,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.25"
1.16345E+18,1040000,1.22,ad_video_popup_bonus,礼物-在线奖励,1,"金币:490000,绿币:0"
1.16491E+18,540000,1.56,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16394E+18,2540000,1.68,ad_video_popup_bonus,标记海星,2,"金币:1565,绿币:undefined"
1.16491E+18,180000,2.82,ad_video_wild,,2,"金币:0,绿币:0.25"
1.16492E+18,540000,1.65,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16449E+18,1540000,1.03,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.23"
1.16482E+18,540000,3.16,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.99"
1.16378E+18,580000,0.37,ad_video_wild,,2,"金币:0,绿币:0.41"
1.16493E+18,640000,0.42,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:1.04"
1.16493E+18,540000,2.45,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.29"
1.16484E+18,643000,3.39,ad_video_cashgame_num,,2,"金币:0,绿币:0.24"
1.16377E+18,1040000,0.81,ad_video_popup_bonus,礼物-在线奖励,0,"金币:0,绿币:0.79"
1.16353E+18,540000,1.77,ad_video_popup_bonus,标记海星,2,"金币:490000,绿币:0"
1.16459E+18,640000,2.04,ad_video_wild,,2,"金币:0,绿币:0.21"
1.16343E+18,540000,2.07,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.71"
1.16493E+18,540000,1.61,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16483E+18,540000,0.5,ad_video_wild,,2,"金币:0,绿币:1"
1.16485E+18,1140000,3.85,ad_video_starfish,,1,"金币:undefined,绿币:0.02"
1.16304E+18,540000,4.64,ad_video_popup_bonus,任务奖励,1,"金币:600000,绿币:0"
1.16487E+18,640000,2.44,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.99"
1.16459E+18,1540000,1.02,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16489E+18,743000,2.77,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16487E+18,640000,2.15,ad_video_starfish,,1,"金币:undefined,绿币:0.04"
1.16485E+18,540000,2.35,ad_video_details_powerup,,1,"金币:5000,绿币:0"
1.16486E+18,540000,2.56,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.58"
1.16453E+18,640000,0,ad_video_wild,,1,"金币:undefined,绿币:0.02"
1.16476E+18,1043000,2.77,ad_video_gift_ad,,0,"金币:21919,绿币:undefined"
1.16488E+18,1540000,3.05,ad_video_popup_bonus,礼物-在线奖励,2,"金币:100000,绿币:0"
1.16401E+18,330000,0.2,ad_video_popup_powerup,,6,"金币:0,绿币:0.23"
1.16455E+18,540000,3.89,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16478E+18,640000,3.12,ad_video_popup_bonus,标记海星,2,"金币:5000,绿币:0"
1.16379E+18,506000,1.35,ad_video_details_bingo,,7,"金币:undefined,绿币:0.02"
1.16447E+18,540000,3.01,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.29"
1.16398E+18,380000,1.19,ad_video_wild,,2,"金币:0,绿币:0.58"
1.16488E+18,540000,1.99,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.22"
1.16459E+18,290000,1.1,ad_video_popup_bonus,礼物-在线奖励,2,"金币:0,绿币:0.72"
1.16485E+18,740000,0.94,ad_video_cashgame_num,,1,"金币:5000,绿币:0"
1.16352E+18,1180000,0.98,ad_video_wild,,2,"金币:0,绿币:0.67"
1.16416E+18,540000,1.79,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.22"
1.16283E+18,540000,3.63,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.6"
1.16317E+18,940000,1.2,ad_video_popup_bonus,任务奖励,1,"金币:332,绿币:undefined"
1.16467E+18,330000,4.92,ad_video_starfish,,0,"金币:0,绿币:0.27"
1.16479E+18,640000,1.61,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.49"
1.1649E+18,740000,1.89,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.31"
1.16489E+18,540000,0.2,ad_video_wild,,1,"金币:0,绿币:1.02"
1.16443E+18,640000,1.09,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.76"
1.16472E+18,433000,1.67,ad_video_starfish,,4,"金币:undefined,绿币:0.04"
1.16493E+18,740000,1.86,ad_video_popup_bonus,任务奖励,1,"金币:undefined,绿币:0.01"
1.16478E+18,380000,1.07,ad_video_wild,,2,"金币:0,绿币:1"
1.1648E+18,540000,1.79,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.99"
1.1637E+18,1185000,7.31,ad_video_cashgame_num,,0,"金币:0,绿币:0.24"
1.16391E+18,1540000,1.32,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.69"
1.16493E+18,740000,2.03,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16275E+18,640000,1.28,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.53"
1.16395E+18,640000,1.59,ad_video_details_powerup,,1,"金币:400000,绿币:0"
1.16456E+18,540000,1.86,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16486E+18,740000,1.8,ad_video_starfish,,2,"金币:undefined,绿币:0.02"
1.16331E+18,540000,1.25,ad_video_checkin_remedy,,0,"金币:undefined,绿币:0.02"
1.16416E+18,540000,1.99,ad_video_starfish,,2,"金币:0,绿币:0.72"
1.16485E+18,1043000,3.55,ad_video_starfish,,2,"金币:undefined,绿币:0.01"
1.16292E+18,540000,2.03,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.71"
1.16489E+18,600000,1.5,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16408E+18,540000,1.34,ad_video_wild,,2,"金币:0,绿币:0.52"
1.16465E+18,640000,1.98,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.25"
1.16446E+18,600000,1.46,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16323E+18,509000,1.12,ad_video_gift_ad,,2,"金币:0,绿币:0.67"
1.16489E+18,540000,2.09,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16312E+18,1540000,1.53,ad_video_popup_bonus,标记海星,2,"金币:600000,绿币:0"
1.16463E+18,540000,1.68,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16354E+18,740000,0.55,ad_video_popup_bonus,任务奖励,1,"金币:490000,绿币:0"
1.16466E+18,740000,2.85,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16452E+18,520000,0,ad_video_details_bingo,,0,"金币:0,绿币:0.27"
1.16377E+18,180000,2.01,ad_video_details_bingo,,2,"金币:0,绿币:0.67"
1.16488E+18,640000,2.49,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16345E+18,540000,2.11,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.22"
1.1645E+18,740000,2.25,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.6"
1.16267E+18,893000,3.72,ad_video_popup_powerup,,3,"金币:0,绿币:0.65"
1.16431E+18,540000,1.94,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.68"
1.16446E+18,252000,3.36,ad_video_checkin_remedy,,0,"金币:0,绿币:0.59"
1.16425E+18,665000,1.94,ad_video_popup_bonus,礼物-在线奖励,5,"金币:0,绿币:0.63"
1.16457E+18,540000,1.37,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.74"
1.16481E+18,540000,1.43,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16481E+18,540000,1.93,ad_video_starfish,,2,"金币:100000,绿币:0"
1.16481E+18,2540000,2.52,ad_video_popup_bonus,标记海星,2,"金币:100000,绿币:0"
1.16306E+18,540000,1.53,ad_video_details_powerup,,1,"金币:0,绿币:0.32"
1.16308E+18,180000,2.58,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16482E+18,1040000,1.98,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16436E+18,1243000,4.4,ad_video_details_bingo,,1,"金币:0,绿币:0.66"
1.1641E+18,740000,1.63,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16473E+18,540000,3.25,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.69"
1.16306E+18,740000,0.57,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16479E+18,540000,4.71,ad_video_starfish,,2,"金币:0,绿币:0.71"
1.16323E+18,540000,2.55,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.49"
1.16483E+18,540000,1.45,ad_video_details_powerup,,1,"金币:undefined,绿币:0.14"
1.16481E+18,540000,2.32,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16322E+18,743000,2.87,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:1"
1.16325E+18,1040000,1.59,ad_video_popup_bonus,礼物-在线奖励,1,"金币:5000,绿币:0"
1.16271E+18,540000,0.68,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16285E+18,520000,0,ad_video_checkin_remedy,,0,"金币:0,绿币:1.01"
1.16296E+18,290000,1.22,ad_video_popup_bonus,标记海星,4,"金币:0,绿币:0.99"
1.16322E+18,540000,1.71,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16324E+18,180000,0.94,ad_video_starfish,,3,"金币:undefined,绿币:0.05"
1.16326E+18,640000,0.72,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1.01"
1.16324E+18,540000,0.9,ad_video_starfish,,2,"金币:undefined,绿币:0.03"
1.16325E+18,540000,0.1,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.7"
1.16282E+18,280000,1.09,ad_video_wild,,2,"金币:undefined,绿币:0.02"
1.16312E+18,540000,0.75,ad_video_popup_bonus,任务奖励,1,"金币:undefined,绿币:0.04"
1.16325E+18,1263000,1.37,ad_video_popup_bonus,礼物-在线奖励,2,"金币:undefined,绿币:0.04"
1.16301E+18,640000,0.92,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.78"
1.16301E+18,540000,2.83,ad_video_gift_ad,,1,"金币:undefined,绿币:0.02"
1.16303E+18,640000,0.59,ad_video_popup_bonus,标记海星,2,"金币:5000,绿币:0"
1.16299E+18,540000,1.57,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16287E+18,380000,1.01,ad_video_wild,,2,"金币:0,绿币:0.23"
1.1629E+18,540000,2.28,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.57"
1.16287E+18,207000,4.6,ad_video_popup_bonus,礼物-在线奖励,0,"金币:undefined,绿币:0.03"
1.16288E+18,640000,0.29,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.65"
1.16306E+18,740000,1.91,ad_video_starfish,,2,"金币:0,绿币:0.27"
1.16284E+18,610000,0.75,ad_video_wild,,3,"金币:0,绿币:0.54"
1.16307E+18,780000,2.37,ad_video_popup_bonus,标记海星,3,"金币:undefined,绿币:0.04"
1.16289E+18,640000,1.04,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.72"
1.16305E+18,281000,1.74,ad_video_popup_powerup,,5,"金币:0,绿币:0.75"
1.16287E+18,1240000,2.08,ad_video_starfish,,1,"金币:0,绿币:0.26"
1.16304E+18,740000,1.61,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.21"
1.16317E+18,180000,1.33,ad_video_popup_bonus,标记海星,3,"金币:undefined,绿币:0.03"
1.1632E+18,1540000,1.64,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.71"
1.16321E+18,540000,0.84,ad_video_wild,,2,"金币:0,绿币:0.99"
1.16271E+18,540000,0.93,ad_video_details_powerup,,1,"金币:0,绿币:0.74"
1.1632E+18,945000,0.2,ad_video_cashgame_num,,0,"金币:0,绿币:0.22"
1.16321E+18,640000,2.28,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.56"
1.16319E+18,680000,1.24,ad_video_wild,,2,"金币:undefined,绿币:0.14"
1.16274E+18,180000,2.12,ad_video_wild,,2,"金币:0,绿币:0.99"
1.16321E+18,743000,2.32,ad_video_cashgame_num,,1,"金币:0,绿币:0.64"
1.16325E+18,640000,0.6,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16319E+18,640000,0.58,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16317E+18,540000,0.83,ad_video_wild,,2,"金币:undefined,绿币:0.04"
1.16321E+18,540000,0.79,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16329E+18,540000,1.63,ad_video_popup_bonus,标记海星,2,"金币:3323,绿币:undefined"
1.16282E+18,2540000,1.91,ad_video_starfish,,2,"金币:0,绿币:0.76"
1.16256E+18,540000,0.98,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.24"
1.16289E+18,740000,2.29,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16327E+18,640000,2.89,ad_video_starfish,,2,"金币:undefined,绿币:0.05"
1.16329E+18,283000,3.46,ad_video_wild,,1,"金币:0,绿币:0.24"
1.16327E+18,540000,1.65,ad_video_starfish,,2,"金币:0,绿币:0.23"
1.16335E+18,740000,1.12,ad_video_starfish,,1,"金币:undefined,绿币:0.04"
1.16307E+18,540000,0.1,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16265E+18,5540000,1.54,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.65"
1.16335E+18,1540000,0.42,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16335E+18,740000,1.7,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.77"
1.16335E+18,540000,2.15,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.69"
1.1629E+18,1040000,1.23,ad_video_details_powerup,,1,"金币:0,绿币:1.08"
1.16335E+18,740000,0.89,ad_video_starfish,,2,"金币:0,绿币:0.58"
1.16299E+18,540000,2.38,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.43"
1.16338E+18,600000,1.78,ad_video_wild,,2,"金币:0,绿币:0.77"
1.16266E+18,1060000,9.41,ad_video_starfish,,1,"金币:undefined,绿币:0.03"
1.16339E+18,640000,0.7,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.5"
1.16286E+18,540000,1.19,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16323E+18,540000,3.12,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16301E+18,640000,1.24,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.163E+18,640000,0.49,ad_video_popup_bonus,礼物-在线奖励,1,"金币:100000,绿币:0"
1.16253E+18,540000,0.1,ad_video_wild,,1,"金币:0,绿币:0.65"
1.16325E+18,640000,1.56,ad_video_cashgame_num,,1,"金币:0,绿币:0.99"
1.16311E+18,540000,1.35,ad_video_cashgame_num,,1,"金币:0,绿币:0.25"
1.16313E+18,540000,0.5,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16314E+18,540000,0.82,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.77"
1.16316E+18,740000,1.53,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.4"
1.16298E+18,540000,1.56,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.49"
1.16314E+18,1040000,1.49,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16315E+18,640000,0,ad_video_popup_bonus,礼物-在线奖励,0,"金币:undefined,绿币:0.02"
1.16346E+18,540000,1.67,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16344E+18,740000,1.59,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16346E+18,640000,1.36,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.43"
1.16272E+18,640000,1.47,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.53"
1.16343E+18,540000,1.29,ad_video_wild,,2,"金币:0,绿币:0.68"
1.16343E+18,640000,0.77,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1.01"
1.16304E+18,180000,1.41,ad_video_details_bingo,,2,"金币:100000,绿币:0"
1.16343E+18,740000,1.51,ad_video_cashgame_num,,1,"金币:0,绿币:1.03"
1.1634E+18,540000,1.25,ad_video_starfish,,2,"金币:undefined,绿币:0.03"
1.16343E+18,1540000,0.34,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.66"
1.16344E+18,640000,0.98,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16343E+18,1040000,0,ad_video_wild,,1,"金币:undefined,绿币:0.14"
1.16342E+18,540000,1.33,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16286E+18,540000,1.27,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16339E+18,540000,2.22,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.66"
1.16333E+18,500000,1.65,ad_video_wild,,2,"金币:undefined,绿币:0.14"
1.16332E+18,740000,1.05,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.27"
1.16288E+18,640000,0.94,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16317E+18,33000,0.46,ad_video_starfish,,5,"金币:undefined,绿币:0.03"
1.16309E+18,540000,1.08,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.26"
1.16264E+18,120000,1.3,ad_video_details_powerup,,3,"金币:500000,绿币:0"
1.16311E+18,640000,1.48,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1"
1.16273E+18,1640000,1.16,ad_video_checkin_double,,0,"金币:0,绿币:0.29"
1.16311E+18,640000,0.83,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.65"
1.16311E+18,540000,1.37,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16309E+18,540000,0.5,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.29"
1.16311E+18,2580000,1.73,ad_video_cashgame_num,,2,"金币:0,绿币:0.24"
1.16311E+18,640000,1.1,ad_video_popup_bonus,,2,"金币:undefined,绿币:0.04"
1.16312E+18,640000,1.45,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16273E+18,1640000,5.32,ad_video_wild,,1,"金币:undefined,绿币:0.03"
1.16264E+18,540000,1.72,ad_video_starfish,,2,"金币:0,绿币:0.22"
1.16307E+18,540000,1.05,ad_video_wild,,2,"金币:undefined,绿币:0.05"
1.16312E+18,740000,1.33,ad_video_starfish,,2,"金币:undefined,绿币:0.05"
1.16417E+18,640000,1.96,ad_video_details_powerup,,1,"金币:undefined,绿币:0.02"
1.16417E+18,1040000,2.17,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16421E+18,240000,2.55,ad_video_wild,,4,"金币:0,绿币:1"
1.16408E+18,433000,2.98,ad_video_starfish,,5,"金币:undefined,绿币:0.03"
1.16372E+18,640000,0.93,ad_video_starfish,,2,"金币:0,绿币:0.21"
1.16357E+18,500000,0.78,ad_video_wild,,2,"金币:0,绿币:1.02"
1.16417E+18,690000,4.62,ad_video_starfish,,3,"金币:undefined,绿币:0.04"
1.16421E+18,640000,1.52,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16416E+18,1040000,5.16,ad_video_starfish,,2,"金币:0,绿币:0.21"
1.16412E+18,1140000,2.48,ad_video_starfish,,2,"金币:0,绿币:0.53"
1.16414E+18,1043000,6.93,ad_video_starfish,,3,"金币:undefined,绿币:0.03"
1.16415E+18,540000,3.44,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16414E+18,500000,4.13,ad_video_wild,,2,"金币:0,绿币:0.61"
1.16416E+18,640000,1.79,ad_video_starfish,,2,"金币:undefined,绿币:0.05"
1.16412E+18,680000,3.7,ad_video_popup_powerup,,5,"金币:0,绿币:0.56"
1.1638E+18,923000,2.69,ad_video_details_powerup,,8,"金币:undefined,绿币:0.04"
1.16416E+18,540000,2.15,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16395E+18,520000,0,ad_video_checkin_double,,0,"金币:undefined,绿币:0.02"
1.16414E+18,1000000,2.08,ad_video_wild,,2,"金币:undefined,绿币:0.04"
1.16401E+18,520000,5.58,ad_video_login_recovery,,0,"金币:undefined,绿币:0.04"
1.16413E+18,380000,1.41,ad_video_wild,,2,"金币:0,绿币:0.41"
1.16416E+18,640000,1.69,ad_video_starfish,,2,"金币:undefined,绿币:0.05"
1.16415E+18,740000,2.71,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16416E+18,640000,2.66,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.52"
1.16409E+18,540000,1.16,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.75"
1.16399E+18,540000,2.34,ad_video_starfish,,0,"金币:undefined,绿币:0.03"
1.16279E+18,282000,0.2,ad_video_starfish,,8,"金币:undefined,绿币:0.02"
1.16408E+18,540000,0.11,ad_video_wild,,2,"金币:400000,绿币:0"
1.16389E+18,540000,1.6,ad_video_starfish,,2,"金币:0,绿币:0.28"
1.16411E+18,540000,1.06,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16402E+18,540000,0.69,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16411E+18,500000,1.45,ad_video_wild,,2,"金币:0,绿币:0.99"
1.16372E+18,540000,0.57,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1"
1.16414E+18,700000,3.34,ad_video_wild,,2,"金币:undefined,绿币:0.05"
1.16409E+18,640000,3.1,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16408E+18,640000,1.64,ad_video_wild,,2,"金币:0,绿币:0.66"
1.1641E+18,540000,1.16,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16388E+18,500000,0.89,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.1639E+18,740000,2.05,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16378E+18,540000,2.93,ad_video_wild,,2,"金币:0,绿币:1"
1.16391E+18,540000,3.49,ad_video_wild,,2,"金币:undefined,绿币:0.04"
1.16348E+18,640000,0.25,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.72"
1.16395E+18,540000,0.87,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.62"
1.16392E+18,1040000,1.64,ad_video_popup_bonus,标记海星,1,"金币:100000,绿币:0"
1.16388E+18,540000,2.03,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16396E+18,1040000,1.82,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.25"
1.16398E+18,740000,0.77,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16384E+18,540000,2.15,ad_video_popup_bonus,礼物-在线奖励,1,"金币:5000,绿币:0"
1.16416E+18,640000,2.93,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.25"
1.16399E+18,640000,0.87,ad_video_starfish,,1,"金币:undefined,绿币:0.05"
1.16398E+18,540000,0.67,ad_video_wild,,3,"金币:100000,绿币:0"
1.16398E+18,640000,0.86,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.28"
1.16401E+18,23000,1.58,ad_video_starfish,,5,"金币:0,绿币:0.2"
1.16379E+18,520000,0,ad_video_wild,,2,"金币:0,绿币:0.2"
1.16385E+18,1140000,0.84,ad_video_wild,,2,"金币:undefined,绿币:0.04"
1.16398E+18,740000,1.5,ad_video_starfish,,2,"金币:undefined,绿币:0.03"
1.16394E+18,640000,2.2,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16393E+18,640000,2.15,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.99"
1.16393E+18,740000,2.45,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.28"
1.16352E+18,540000,2.46,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.4"
1.16357E+18,1250000,1.25,ad_video_starfish,,5,"金币:0,绿币:0.22"
1.1636E+18,940000,2.05,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.5"
1.16398E+18,155000,0.99,ad_video_popup_bonus,标记海星,4,"金币:undefined,绿币:0.03"
1.16403E+18,640000,0.24,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16401E+18,540000,1.03,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.164E+18,540000,1.07,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16386E+18,540000,0.84,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16365E+18,180000,1.23,ad_video_wild,,2,"金币:undefined,绿币:0.02"
1.16386E+18,180000,1.53,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16336E+18,540000,0.92,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.49"
1.16388E+18,1040000,1.62,ad_video_wild,,2,"金币:0,绿币:0.65"
1.16404E+18,540000,1.67,ad_video_popup_bonus,任务奖励,0,"金币:undefined,绿币:0.05"
1.16264E+18,180000,1.7,ad_video_wild,,2,"金币:0,绿币:0.57"
1.16404E+18,640000,0.85,ad_video_popup_bonus,,2,"金币:undefined,绿币:0.04"
1.16366E+18,540000,1.74,ad_video_popup_bonus,礼物-在线奖励,1,"金币:undefined,绿币:0.03"
1.164E+18,540000,1.52,ad_video_details_bingo,,1,"金币:undefined,绿币:0.05"
1.16366E+18,640000,0.97,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16392E+18,540000,1.48,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16392E+18,540000,1.46,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16377E+18,545000,1.11,ad_video_wild,,1,"金币:0,绿币:0.76"
1.16387E+18,540000,0.95,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.2"
