用户id,金币余额,绿币余额,ad_name,通用奖励翻倍原因,累计游戏场次,reward
1.16463E+18,280000,0.66,ad_video_popup_powerup,,5,"金币:0,绿币:0.99"
1.16269E+18,285000,1.17,ad_video_details_bingo,,3,"金币:19956,绿币:undefined"
1.16451E+18,740000,1.41,ad_video_starfish,,1,"金币:undefined,绿币:0.04"
1.16483E+18,740000,1.84,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.28"
1.16468E+18,640000,2.07,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.77"
1.1642E+18,540000,2.58,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.21"
1.16458E+18,1040000,0,ad_video_wild,,1,"金币:0,绿币:0.76"
1.1649E+18,2180000,4.89,ad_video_cashgame_num,,0,"金币:undefined,绿币:0.03"
1.16318E+18,2540000,0.98,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16494E+18,640000,2.13,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:1"
1.16494E+18,5180000,2.43,ad_video_wild,,2,"金币:0,绿币:0.2"
1.16494E+18,740000,1.5,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.36"
1.16342E+18,840000,0.58,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.22"
1.16263E+18,5640000,5.26,ad_video_popup_bonus,礼物-在线奖励,0,"金币:0,绿币:0.22"
1.16345E+18,540000,1.49,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.21"
1.16347E+18,680000,1.61,ad_video_starfish,,3,"金币:0,绿币:0.66"
1.16343E+18,480000,1.64,ad_video_wild,,2,"金币:0,绿币:0.99"
1.16345E+18,540000,1.52,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16303E+18,640000,0.97,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.78"
1.16344E+18,640000,1.21,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16346E+18,540000,1.33,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16269E+18,540000,1,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.1634E+18,1140000,3.32,ad_video_details_powerup,,2,"金币:undefined,绿币:0.04"
1.16266E+18,640000,2.99,ad_video_popup_bonus,礼物-在线奖励,1,"金币:26072,绿币:undefined"
1.16339E+18,520000,0,ad_video_checkin_double,,0,"金币:0,绿币:0.99"
1.16341E+18,540000,1.35,ad_video_wild,,2,"金币:undefined,绿币:0.02"
1.16304E+18,1540000,1.6,ad_video_starfish,,0,"金币:0,绿币:0.41"
1.16343E+18,1040000,0,ad_video_starfish,,0,"金币:undefined,绿币:0.05"
1.16343E+18,540000,2.16,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.52"
1.16343E+18,609000,1.87,ad_video_starfish,,3,"金币:undefined,绿币:0.03"
1.16305E+18,1695000,7.16,ad_video_starfish,,1,"金币:0,绿币:0.65"
1.1634E+18,1540000,1.87,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16307E+18,2180000,0.66,ad_video_wild,,2,"金币:0,绿币:0.71"
1.1634E+18,640000,1.73,ad_video_details_bingo,,2,"金币:0,绿币:1"
1.16304E+18,2540000,0.88,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16308E+18,2540000,0.54,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.23"
1.16344E+18,540000,1.23,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.1634E+18,643000,3.59,ad_video_starfish,,2,"金币:0,绿币:0.24"
1.16333E+18,540000,1.88,ad_video_starfish,,2,"金币:0,绿币:0.29"
1.16333E+18,5540000,1.51,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.1627E+18,180000,2.63,ad_video_wild,,2,"金币:undefined,绿币:0.02"
1.1633E+18,220000,1.42,ad_video_wild,,3,"金币:600000,绿币:0"
1.16295E+18,540000,2.24,ad_video_gift_ad,,1,"金币:0,绿币:1.04"
1.16333E+18,540000,2,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16317E+18,220000,2.74,ad_video_starfish,,4,"金币:0,绿币:0.54"
1.16313E+18,10540000,0.57,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.39"
1.1626E+18,1040000,0.54,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.78"
1.16313E+18,540000,1.05,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.58"
1.16313E+18,520000,0,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16318E+18,940000,2.04,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.29"
1.16313E+18,540000,0.68,ad_video_popup_bonus,任务奖励,1,"金币:undefined,绿币:0.02"
1.16301E+18,540000,0.37,ad_video_starfish,,2,"金币:0,绿币:0.55"
1.16258E+18,20000,1.1,ad_video_checkin_remedy,,0,"金币:undefined,绿币:0.03"
1.16301E+18,540000,1.22,ad_video_starfish,,2,"金币:0,绿币:0.56"
1.16337E+18,540000,2.32,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16304E+18,540000,2.98,ad_video_starfish,,0,"金币:undefined,绿币:0.03"
1.16338E+18,320000,0.93,ad_video_details_bingo,,5,"金币:undefined,绿币:0.04"
1.16333E+18,640000,0.63,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.99"
1.16277E+18,500000,3.01,ad_video_wild,,3,"金币:0,绿币:0.69"
1.16273E+18,540000,1.16,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16329E+18,1040000,0.94,ad_video_starfish,,2,"金币:undefined,绿币:0.05"
1.16289E+18,740000,2.08,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.5"
1.16327E+18,740000,0.7,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16269E+18,740000,1.66,ad_video_starfish,,2,"金币:0,绿币:0.28"
1.16291E+18,1040000,4.61,ad_video_wild,,1,"金币:0,绿币:0.55"
1.16307E+18,540000,1.16,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16322E+18,540000,1.48,ad_video_starfish,,2,"金币:0,绿币:0.29"
1.16335E+18,540000,2.45,ad_video_starfish,,2,"金币:undefined,绿币:0.03"
1.16326E+18,1040000,1.4,ad_video_wild,,2,"金币:undefined,绿币:0.02"
1.16304E+18,743000,1.71,ad_video_starfish,,2,"金币:0,绿币:0.56"
1.16324E+18,540000,0.44,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16265E+18,695000,1.98,ad_video_popup_bonus,标记海星,5,"金币:0,绿币:0.73"
1.16307E+18,700000,1.22,ad_video_wild,,2,"金币:undefined,绿币:0.04"
1.16286E+18,540000,0.93,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.63"
1.163E+18,940000,1.23,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16287E+18,940000,0.81,ad_video_wild,,2,"金币:0,绿币:0.25"
1.16266E+18,740000,0.85,ad_video_details_bingo,,1,"金币:undefined,绿币:0.04"
1.16302E+18,540000,0.68,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.77"
1.16282E+18,6040000,1.16,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.29"
1.16262E+18,1040000,1.41,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.64"
1.16251E+18,180000,1.91,ad_video_wild,,2,"金币:0,绿币:0.73"
1.1629E+18,940000,1.96,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:1"
1.1629E+18,640000,0,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1"
1.16305E+18,180000,0.71,ad_video_wild,,2,"金币:0,绿币:0.22"
1.16306E+18,1540000,0,ad_video_wild,,1,"金币:undefined,绿币:0.05"
1.16274E+18,2540000,1.04,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.29"
1.16311E+18,540000,2.23,ad_video_wild,,2,"金币:0,绿币:0.62"
1.1628E+18,740000,1.26,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.75"
1.16289E+18,540000,1.04,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16312E+18,640000,2.05,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16321E+18,640000,3.16,ad_video_cashgame_num,,1,"金币:undefined,绿币:0.03"
1.16303E+18,1180000,3.6,ad_video_cashgame_num,,3,"金币:0,绿币:0.74"
1.16289E+18,540000,0.83,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.99"
1.16307E+18,180000,2.06,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16284E+18,680000,2.11,ad_video_wild,,2,"金币:0,绿币:0.69"
1.16329E+18,540000,1.29,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16266E+18,640000,1.34,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.66"
1.16384E+18,520000,1.22,ad_video_checkin_remedy,,0,"金币:undefined,绿币:0.04"
1.1648E+18,540000,3.11,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16482E+18,740000,2.04,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16476E+18,580000,1.7,ad_video_wild,,3,"金币:undefined,绿币:0.03"
1.16361E+18,640000,0.21,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16484E+18,540000,2.38,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16481E+18,740000,2.09,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.27"
1.1648E+18,540000,3.75,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.99"
1.16304E+18,180000,1.2,ad_video_wild,,2,"金币:undefined,绿币:0.05"
1.16457E+18,743000,2.2,ad_video_starfish,,2,"金币:40000,绿币:undefined"
1.16385E+18,423000,3.5,ad_video_popup_bonus,礼物-在线奖励,4,"金币:0,绿币:0.74"
1.16484E+18,540000,2.68,ad_video_wild,,2,"金币:undefined,绿币:0.04"
1.1648E+18,1043000,3.1,ad_video_cashgame_num,,0,"金币:0,绿币:0.43"
1.16417E+18,1143000,4.47,ad_video_starfish,,0,"金币:0,绿币:0.28"
1.16417E+18,940000,4.57,ad_video_wild,,1,"金币:0,绿币:0.26"
1.16398E+18,540000,1.05,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16389E+18,540000,1.16,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16388E+18,1240000,3.36,ad_video_starfish,,2,"金币:0,绿币:1"
1.16396E+18,133000,2.63,ad_video_popup_bonus,礼物-在线奖励,4,"金币:0,绿币:0.78"
1.16417E+18,540000,1.7,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16418E+18,640000,2.46,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.26"
1.16376E+18,10540000,2.31,ad_video_starfish,,2,"金币:400000,绿币:0"
1.16411E+18,640000,1.01,ad_video_popup_bonus,,2,"金币:0,绿币:0.56"
1.16411E+18,268000,3.96,ad_video_popup_bonus,礼物-在线奖励,4,"金币:0,绿币:0.49"
1.16413E+18,520000,3.06,ad_video_details_bingo,,1,"金币:undefined,绿币:0.05"
1.16414E+18,1040000,2.19,ad_video_starfish,,2,"金币:0,绿币:0.99"
1.16415E+18,540000,3.03,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16416E+18,640000,2.21,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16417E+18,540000,2.41,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16372E+18,180000,2.13,ad_video_wild,,2,"金币:undefined,绿币:0.02"
1.16402E+18,180000,0.94,ad_video_wild,,2,"金币:undefined,绿币:0.05"
1.16415E+18,1122000,1.24,ad_video_cashgame_num,,3,"金币:0,绿币:0.29"
1.16416E+18,740000,1.92,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.66"
1.16408E+18,180000,1.3,ad_video_wild,,2,"金币:undefined,绿币:0.04"
1.16268E+18,640000,2.66,ad_video_starfish,,2,"金币:0,绿币:0.61"
1.16407E+18,940000,0.2,ad_video_wild,,1,"金币:0,绿币:1"
1.16406E+18,640000,2.18,ad_video_details_bingo,,1,"金币:undefined,绿币:0.04"
1.16404E+18,280000,1.41,ad_video_wild,,2,"金币:0,绿币:0.27"
1.16362E+18,540000,2.17,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16409E+18,540000,1.64,ad_video_wild,,2,"金币:100000,绿币:0"
1.16396E+18,520221,1.22,ad_video_popup_bonus,礼物-在线奖励,0,"金币:undefined,绿币:0.03"
1.16267E+18,556000,2.05,ad_video_starfish,,4,"金币:0,绿币:0.2"
1.16412E+18,180000,3.34,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16411E+18,540000,1.47,ad_video_cashgame_num,,1,"金币:0,绿币:1.02"
1.16402E+18,1540000,0.99,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.26"
1.16272E+18,640000,1.66,ad_video_popup_bonus,标记海星,1,"金币:0,绿币:1"
1.1639E+18,1140000,2.59,ad_video_starfish,,2,"金币:0,绿币:0.23"
1.16392E+18,220000,4.62,ad_video_starfish,,4,"金币:0,绿币:1"
1.16378E+18,640000,0.38,ad_video_starfish,,0,"金币:0,绿币:0.99"
1.16392E+18,540000,1.1,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16321E+18,555000,3.65,ad_video_popup_bonus,标记海星,1,"金币:0,绿币:0.23"
1.16354E+18,640000,1.01,ad_video_cashgame_num,,0,"金币:0,绿币:0.44"
1.16377E+18,180000,2.69,ad_video_popup_bonus,标记海星,2,"金币:100000,绿币:0"
1.16343E+18,640000,1.8,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.51"
1.16359E+18,640000,2.47,ad_video_starfish,,2,"金币:0,绿币:0.64"
1.16395E+18,540000,3.1,ad_video_gift_ad,,1,"金币:0,绿币:0.27"
1.16395E+18,159000,3.02,ad_video_popup_bonus,任务奖励,4,"金币:0,绿币:0.57"
1.16396E+18,540000,1.95,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16396E+18,640000,2.06,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.67"
1.16365E+18,1540000,1.39,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.99"
1.16397E+18,540000,2.14,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16398E+18,1540000,1.32,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16416E+18,120000,1.72,ad_video_starfish,,4,"金币:0,绿币:0.65"
1.16291E+18,1040000,1.35,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.6"
1.16362E+18,680000,1.39,ad_video_popup_bonus,礼物-在线奖励,2,"金币:0,绿币:0.56"
1.16401E+18,540000,2.23,ad_video_starfish,,2,"金币:undefined,绿币:0.05"
1.16401E+18,640000,0.54,ad_video_popup_bonus,标记海星,2,"金币:5000,绿币:0"
1.16391E+18,540000,1.94,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16392E+18,1140000,1.06,ad_video_starfish,,2,"金币:0,绿币:1"
1.16276E+18,180000,3.18,ad_video_starfish,,3,"金币:100000,绿币:0"
1.16391E+18,180000,0.42,ad_video_wild,,2,"金币:undefined,绿币:0.14"
1.1639E+18,1109000,1.09,ad_video_details_bingo,,3,"金币:0,绿币:0.22"
1.16355E+18,234000,1.57,ad_video_starfish,,9,"金币:undefined,绿币:0.05"
1.16386E+18,880000,1.89,ad_video_cashgame_num,,3,"金币:0,绿币:0.57"
1.16392E+18,380000,1.08,ad_video_wild,,1,"金币:0,绿币:0.99"
1.16396E+18,680000,2.81,ad_video_popup_bonus,任务奖励,2,"金币:0,绿币:0.62"
1.16378E+18,640000,0.2,ad_video_starfish,,2,"金币:undefined,绿币:0.03"
1.16373E+18,640000,0.47,ad_video_wild,,2,"金币:0,绿币:0.25"
1.16305E+18,580000,5.88,ad_video_details_bingo,,0,"金币:0,绿币:0.63"
1.16301E+18,280000,1.61,ad_video_checkin_remedy,,0,"金币:500000,绿币:0"
1.16403E+18,680000,0.37,ad_video_wild,,2,"金币:undefined,绿币:0.03"
1.16403E+18,2180000,1.2,ad_video_wild,,2,"金币:0,绿币:0.63"
1.16386E+18,540000,1.89,ad_video_starfish,,2,"金币:0,绿币:0.69"
1.16386E+18,640000,0,ad_video_cashgame_num,,0,"金币:0,绿币:0.25"
1.16383E+18,6040000,1.69,ad_video_popup_bonus,标记海星,1,"金币:0,绿币:0.99"
1.16404E+18,740000,0.53,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16406E+18,540000,2.82,ad_video_popup_bonus,任务奖励,1,"金币:5000,绿币:0"
1.16405E+18,1040000,1.71,ad_video_starfish,,2,"金币:0,绿币:0.24"
1.16406E+18,640000,2.17,ad_video_starfish,,2,"金币:0,绿币:0.26"
1.16384E+18,540000,1.19,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.99"
1.16408E+18,540000,1.74,ad_video_wild,,2,"金币:undefined,绿币:0.04"
1.16399E+18,540000,1.56,ad_video_starfish,,1,"金币:undefined,绿币:0.05"
1.1635E+18,640000,0,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16387E+18,643000,2.27,ad_video_starfish,,0,"金币:0,绿币:0.66"
1.16384E+18,540000,0.2,ad_video_popup_bonus,礼物-在线奖励,0,"金币:0,绿币:0.99"
1.1638E+18,640000,1.41,ad_video_wild,,2,"金币:0,绿币:0.28"
1.16254E+18,280000,0.54,ad_video_wild,,2,"金币:0,绿币:0.71"
1.16384E+18,540000,2.03,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.23"
1.16306E+18,540000,2.1,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16306E+18,540000,1.25,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16309E+18,280000,0.62,ad_video_wild,,3,"金币:0,绿币:0.29"
1.16303E+18,1540000,2.34,ad_video_starfish,,2,"金币:0,绿币:0.66"
1.16279E+18,540000,1.28,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.78"
1.16304E+18,1140000,1.05,ad_video_starfish,,2,"金币:undefined,绿币:0.05"
1.1627E+18,540000,1.85,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.2"
1.16303E+18,180000,0.84,ad_video_wild,,2,"金币:5000,绿币:0"
1.16305E+18,1040000,1.14,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16304E+18,640000,1.65,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16307E+18,540000,3.84,ad_video_popup_bonus,礼物-在线奖励,1,"金币:5000,绿币:0"
1.16306E+18,640000,1.24,ad_video_details_bingo,,0,"金币:0,绿币:0.4"
1.1627E+18,740000,1.08,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.67"
1.16295E+18,640000,2.1,ad_video_popup_bonus,任务奖励,1,"金币:5000,绿币:0"
1.16293E+18,540000,1.84,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.77"
1.16295E+18,540000,2.73,ad_video_starfish,,2,"金币:undefined,绿币:0.05"
1.16284E+18,540000,0.3,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.69"
1.16281E+18,540000,3.2,ad_video_popup_bonus,任务奖励,1,"金币:undefined,绿币:0.03"
1.1628E+18,10540000,2.27,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16283E+18,640000,1.35,ad_video_starfish,,2,"金币:undefined,绿币:0.03"
1.16306E+18,140000,1.3,ad_video_wild,,2,"金币:0,绿币:0.7"
1.1629E+18,180000,1.45,ad_video_wild,,2,"金币:0,绿币:0.23"
1.163E+18,540000,0.5,ad_video_wild,,1,"金币:0,绿币:0.99"
1.16285E+18,540000,2.62,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16303E+18,540000,2.8,ad_video_starfish,,2,"金币:100000,绿币:0"
1.16299E+18,580000,2.18,ad_video_popup_bonus,标记海星,1,"金币:undefined,绿币:0.04"
1.16287E+18,640000,0,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.22"
1.16288E+18,1500000,0.99,ad_video_wild,,1,"金币:0,绿币:0.4"
1.1629E+18,540000,2.52,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.99"
1.16285E+18,640000,1.43,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.16289E+18,640000,0.44,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16289E+18,640000,1,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16263E+18,540000,2.55,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.79"
1.16291E+18,1040000,0.84,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1"
1.16297E+18,580000,3.29,ad_video_wild,,3,"金币:0,绿币:0.23"
1.16298E+18,540000,2.2,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.41"
1.16296E+18,1040000,0.71,ad_video_details_bingo,,1,"金币:undefined,绿币:0.05"
1.16286E+18,1500000,1.21,ad_video_wild,,2,"金币:0,绿币:0.56"
1.1625E+18,500000,1.8,ad_video_wild,,2,"金币:undefined,绿币:0.05"
1.16305E+18,3040000,1.78,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16262E+18,5540000,1.27,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16279E+18,680000,0,ad_video_wild,,1,"金币:400000,绿币:0"
1.16299E+18,540000,1.44,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.1627E+18,640000,0.97,ad_video_popup_bonus,标记海星,1,"金币:0,绿币:0.6"
1.16297E+18,540000,1.72,ad_video_starfish,,2,"金币:100000,绿币:0"
1.16279E+18,640000,2.28,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.99"
1.16291E+18,540000,1.21,ad_video_popup_bonus,标记海星,1,"金币:undefined,绿币:0.05"
1.16293E+18,640000,2.22,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1.03"
1.163E+18,180000,2.53,ad_video_starfish,,1,"金币:0,绿币:0.74"
1.16302E+18,640000,0.8,ad_video_details_bingo,,1,"金币:undefined,绿币:0.14"
1.16284E+18,740000,2.54,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.79"
1.16385E+18,1143000,3.5,ad_video_details_powerup,,1,"金币:0,绿币:1.01"
1.16388E+18,500000,2.68,ad_video_wild,,2,"金币:0,绿币:1.03"
1.16348E+18,1540000,0.31,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.56"
1.16364E+18,740000,0.98,ad_video_popup_bonus,标记海星,2,"金币:500000,绿币:0"
1.16315E+18,2540000,0.94,ad_video_popup_bonus,礼物-在线奖励,1,"金币:100000,绿币:0"
1.16388E+18,1040000,0.95,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16362E+18,540000,0.4,ad_video_popup_bonus,标记海星,2,"金币:100000,绿币:0"
1.16378E+18,640000,0.94,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.22"
1.16355E+18,640000,0,ad_video_wild,,1,"金币:0,绿币:1"
1.16378E+18,940000,1.52,ad_video_popup_bonus,标记海星,1,"金币:undefined,绿币:0.05"
1.16344E+18,60000,1.93,ad_video_popup_bonus,礼物-在线奖励,4,"金币:undefined,绿币:0.05"
1.16378E+18,380000,0.69,ad_video_wild,,2,"金币:undefined,绿币:0.14"
1.16381E+18,540000,1.11,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.71"
1.16359E+18,380000,1.02,ad_video_wild,,2,"金币:undefined,绿币:0.14"
1.16378E+18,1040000,0.94,ad_video_popup_bonus,礼物-在线奖励,1,"金币:undefined,绿币:0.14"
1.16346E+18,1040000,1.06,ad_video_details_powerup,,0,"金币:5000,绿币:0"
1.16374E+18,940000,0.65,ad_video_popup_bonus,礼物-在线奖励,0,"金币:0,绿币:0.55"
1.16361E+18,580000,1.71,ad_video_wild,,2,"金币:0,绿币:0.63"
1.16344E+18,1973000,8.02,ad_video_cashgame_num,,4,"金币:0,绿币:0.28"
1.16382E+18,740000,2.59,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16329E+18,540000,0.2,ad_video_details_bingo,,1,"金币:undefined,绿币:0.04"
1.16383E+18,640000,1.84,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.25"
1.16353E+18,640000,0.79,ad_video_cashgame_num,,1,"金币:undefined,绿币:0.04"
1.16383E+18,540000,1.48,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.03"
1.16363E+18,740000,1.33,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16382E+18,540000,0.68,ad_video_popup_bonus,礼物-在线奖励,1,"金币:100000,绿币:0"
1.16381E+18,680000,0.82,ad_video_wild,,2,"金币:100000,绿币:0"
1.16368E+18,640000,3.35,ad_video_starfish,,2,"金币:0,绿币:0.27"
1.16334E+18,1240000,3.48,ad_video_starfish,,2,"金币:undefined,绿币:0.04"
1.16339E+18,1540000,0.98,ad_video_wild,,2,"金币:0,绿币:1.05"
1.16314E+18,540000,1.51,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16313E+18,740000,1.31,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.79"
1.1631E+18,540000,0.1,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16279E+18,1040000,4.55,ad_video_popup_bonus,礼物-在线奖励,0,"金币:0,绿币:0.27"
1.16276E+18,540000,1.74,ad_video_popup_bonus,标记海星,1,"金币:0,绿币:0.76"
1.16317E+18,540000,1.93,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.05"
1.16309E+18,640000,0.5,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.02"
1.1627E+18,740000,0.47,ad_video_starfish,,2,"金币:100000,绿币:0"
1.16309E+18,1440000,1.3,ad_video_popup_bonus,标记海星,1,"金币:0,绿币:0.66"
1.16287E+18,73000,2.55,ad_video_popup_bonus,礼物-在线奖励,6,"金币:0,绿币:0.56"
1.16314E+18,690000,3.87,ad_video_cashgame_num,,0,"金币:undefined,绿币:0.14"
1.16313E+18,680000,2.66,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:0.99"
1.16313E+18,540000,1.32,ad_video_popup_bonus,任务奖励,1,"金币:0,绿币:0.77"
1.16277E+18,540000,1.76,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1"
1.16275E+18,920000,0.99,ad_video_popup_bonus,礼物-在线奖励,1,"金币:0,绿币:0.63"
1.16265E+18,640000,0,ad_video_wild,,2,"金币:undefined,绿币:0.05"
1.1627E+18,540000,1.96,ad_video_popup_bonus,任务奖励,1,"金币:undefined,绿币:0.04"
1.16271E+18,6040000,0.64,ad_video_popup_bonus,标记海星,2,"金币:undefined,绿币:0.04"
1.16271E+18,1043000,4.73,ad_video_starfish,,0,"金币:0,绿币:0.25"
1.16265E+18,540000,2.14,ad_video_popup_bonus,标记海星,2,"金币:0,绿币:1"
1.16277E+18,10540000,1.48,ad_video_cashgame_num,,1,"金币:0,绿币:0.2"
