用户id,金币余额,绿币余额,广告场景,通用广告奖励类型,累计游戏场次,变化量,资源类型
1.1645E+18,580000,2.76,ad_video_popup_bonus,礼物-在线奖励,2,1.46,绿币
1.16453E+18,540000,2.13,ad_video_popup_bonus,标记海星,2,1.93,绿币
1.16454E+18,540000,1.86,ad_video_starfish,,2,1.46,绿币
1.16457E+18,180000,3.51,ad_video_wild,,2,1.51,绿币
1.16455E+18,540000,2.11,ad_video_popup_bonus,标记海星,2,1.61,绿币
1.16278E+18,280000,0.56,ad_video_wild,,2,0.56,绿币
1.16456E+18,627000,0.2,ad_video_popup_bonus,礼物-在线奖励,3,20000,金币
1.16464E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16467E+18,640000,2.96,ad_video_starfish,,2,2.65,绿币
1.16463E+18,740000,1.36,ad_video_popup_bonus,标记海星,2,1.36,绿币
1.16463E+18,540000,1.53,ad_video_details_powerup,,1,1.43,绿币
1.16469E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16467E+18,540000,0.53,ad_video_details_powerup,,1,0.43,绿币
1.1646E+18,480000,0,ad_video_wild,,1,-40000,金币
1.1646E+18,540000,2.12,ad_video_wild,,2,1.92,绿币
1.1646E+18,640000,0,ad_video_details_bingo,,2,400000,金币
1.16461E+18,433000,6.21,ad_video_starfish,,4,2.96,绿币
1.16459E+18,920000,0,ad_video_details_bingo,,0,400000,金币
1.16466E+18,540000,1.36,ad_video_starfish,,2,1.02,绿币
1.16458E+18,1040000,1.01,ad_video_details_powerup,,1,1.01,绿币
1.16456E+18,540000,1.35,ad_video_wild,,2,0.85,绿币
1.16455E+18,540000,3,ad_video_details_bingo,,0,2.89,绿币
1.16457E+18,540000,2.13,ad_video_popup_bonus,礼物-在线奖励,1,2.03,绿币
1.16489E+18,280000,0,ad_video_wild,,1,-240000,金币
1.16436E+18,1140000,1.93,ad_video_checkin_remedy,,0,1.62,绿币
1.16454E+18,640000,1.1,ad_video_popup_bonus,标记海星,2,1.1,绿币
1.16457E+18,540000,1.9,ad_video_popup_bonus,,1,1.4,绿币
1.16453E+18,740000,2.83,ad_video_popup_bonus,标记海星,2,2.83,绿币
1.16468E+18,640000,1.18,ad_video_starfish,,0,1.01,绿币
1.16458E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16471E+18,540000,1.13,ad_video_popup_bonus,标记海星,2,1.03,绿币
1.1631E+18,540000,1.97,ad_video_popup_bonus,标记海星,2,0.97,绿币
1.16301E+18,520000,3.79,ad_video_checkin_remedy,,0,2.99,绿币
1.16305E+18,1040000,0,ad_video_details_bingo,,1,20000,金币
1.16271E+18,540000,0.92,ad_video_popup_bonus,标记海星,2,0.82,绿币
1.16305E+18,540000,3.73,ad_video_popup_bonus,标记海星,2,1.73,绿币
1.16288E+18,740000,1.45,ad_video_popup_bonus,标记海星,2,1.45,绿币
1.16293E+18,540000,1.44,ad_video_wild,,2,1.24,绿币
1.16305E+18,540000,1.06,ad_video_starfish,,2,0.64,绿币
1.16304E+18,610000,2.37,ad_video_wild,,3,2.27,绿币
1.16296E+18,540000,2.44,ad_video_details_powerup,,1,2.34,绿币
1.16298E+18,540000,1.33,ad_video_popup_bonus,任务奖励,1,1.23,绿币
1.16295E+18,540000,1.61,ad_video_popup_bonus,标记海星,2,1.41,绿币
1.16285E+18,1040000,2.65,ad_video_starfish,,2,1.26,绿币
1.16285E+18,540000,1.33,ad_video_popup_bonus,标记海星,2,0.83,绿币
1.16274E+18,640000,1.76,ad_video_details_bingo,,1,1.76,绿币
1.16304E+18,640000,1.09,ad_video_details_powerup,,1,1.09,绿币
1.16306E+18,740000,0.61,ad_video_popup_bonus,标记海星,2,0.61,绿币
1.16285E+18,740000,1.77,ad_video_popup_bonus,任务奖励,1,1.77,绿币
1.16283E+18,640000,0,ad_video_popup_bonus,任务奖励,0,20000,金币
1.16288E+18,540000,3.12,ad_video_popup_bonus,任务奖励,1,1.12,绿币
1.16288E+18,1040000,1.95,ad_video_starfish,,2,1.72,绿币
1.16308E+18,280000,1.54,ad_video_wild,,2,1.54,绿币
1.16293E+18,1040000,1.34,ad_video_popup_bonus,礼物-在线奖励,1,1.34,绿币
1.16288E+18,483000,0.57,ad_video_wild,,2,0.57,绿币
1.16293E+18,540000,2.4,ad_video_popup_bonus,标记海星,2,2.3,绿币
1.1629E+18,540000,0.91,ad_video_starfish,,2,0.57,绿币
1.16292E+18,540000,0.1,ad_video_popup_bonus,标记海星,2,20000,金币
1.16295E+18,540000,0.72,ad_video_cashgame_num,,1,0.72,绿币
1.16279E+18,1440000,2.04,ad_video_starfish,,2,1.76,绿币
1.16304E+18,35000,5.16,ad_video_starfish,,4,1.97,绿币
1.16278E+18,280000,1.75,ad_video_popup_bonus,礼物-在线奖励,2,1.05,绿币
1.16282E+18,530000,2.7,ad_video_starfish,,1,0.54,绿币
1.1629E+18,500000,2.26,ad_video_wild,,2,1.76,绿币
1.16293E+18,500000,1.59,ad_video_wild,,2,1.49,绿币
1.16294E+18,1040000,2.65,ad_video_wild,,2,1.07,绿币
1.16298E+18,740000,0.57,ad_video_starfish,,2,0.4,绿币
1.16302E+18,180000,1.51,ad_video_wild,,2,1.41,绿币
1.16281E+18,540000,1.14,ad_video_popup_bonus,任务奖励,1,1.04,绿币
1.16282E+18,2180000,1.02,ad_video_wild,,2,1.02,绿币
1.16267E+18,540000,1.41,ad_video_popup_bonus,标记海星,2,1.31,绿币
1.16275E+18,766000,2.08,ad_video_details_bingo,,4,1.58,绿币
1.16265E+18,99000,2.3,ad_video_starfish,,6,0.74,绿币
1.16272E+18,140000,0,ad_video_wild,,2,-240000,金币
1.16278E+18,640000,3.45,ad_video_starfish,,2,2.42,绿币
1.1628E+18,540000,1.14,ad_video_details_bingo,,1,0.94,绿币
1.16278E+18,640000,2.36,ad_video_starfish,,2,1.97,绿币
1.16303E+18,1040000,1.64,ad_video_details_bingo,,1,1.64,绿币
1.16267E+18,20000,3.09,ad_video_details_powerup,,4,1.29,绿币
1.16279E+18,640000,2.1,ad_video_starfish,,2,1.18,绿币
1.16279E+18,915000,1.14,ad_video_cashgame_num,,3,0.73,绿币
1.1627E+18,1610000,1.58,ad_video_wild,,3,1.58,绿币
1.16269E+18,640000,0.61,ad_video_popup_bonus,礼物-在线奖励,1,20000,金币
1.16278E+18,280000,1.43,ad_video_wild,,1,1.43,绿币
1.1628E+18,180000,0.2,ad_video_cashgame_num,,1,20000,金币
1.16274E+18,540000,1.92,ad_video_starfish,,2,1.61,绿币
1.16256E+18,1040000,0.51,ad_video_details_powerup,,1,0.51,绿币
1.16276E+18,480000,0,ad_video_wild,,1,-40000,金币
1.1627E+18,1040000,1.19,ad_video_popup_bonus,标记海星,2,1.19,绿币
1.1627E+18,540000,0.41,ad_video_popup_bonus,标记海星,2,0.21,绿币
1.1625E+18,740000,1.76,ad_video_popup_bonus,标记海星,2,1.76,绿币
1.16268E+18,540000,1.46,ad_video_starfish,,2,0.68,绿币
1.16268E+18,1140000,3.11,ad_video_starfish,,2,2.83,绿币
1.16268E+18,580000,3.53,ad_video_popup_bonus,标记海星,3,1.72,绿币
1.1625E+18,540000,1.84,ad_video_popup_bonus,标记海星,2,1.74,绿币
1.16271E+18,640000,1.49,ad_video_popup_bonus,标记海星,2,1.49,绿币
1.16254E+18,640000,0.59,ad_video_wild,,2,1.79,绿币
1.16259E+18,1040000,0.98,ad_video_popup_bonus,标记海星,2,0.98,绿币
1.16255E+18,640000,0.75,ad_video_popup_bonus,标记海星,2,0.75,绿币
1.16257E+18,640000,1.78,ad_video_details_bingo,,1,1.78,绿币
1.16253E+18,293000,4.86,ad_video_cashgame_num,,2,1.91,绿币
1.16263E+18,540000,1.93,ad_video_popup_bonus,标记海星,2,1.83,绿币
1.16259E+18,640000,1.34,ad_video_starfish,,2,1.09,绿币
1.16255E+18,1540000,1.92,ad_video_starfish,,2,1.64,绿币
1.16262E+18,540000,0.89,ad_video_starfish,,2,0.65,绿币
1.16263E+18,540000,1.38,ad_video_popup_bonus,标记海星,2,1.28,绿币
1.16263E+18,740000,0.97,ad_video_popup_bonus,标记海星,2,0.97,绿币
1.16266E+18,540000,1.07,ad_video_popup_bonus,标记海星,2,0.87,绿币
1.16264E+18,380000,2.03,ad_video_wild,,2,2.03,绿币
1.16267E+18,540000,0.9,ad_video_details_powerup,,1,0.7,绿币
1.16264E+18,640000,0.56,ad_video_popup_bonus,标记海星,2,0.56,绿币
1.16267E+18,2540000,1.73,ad_video_popup_bonus,礼物-在线奖励,1,1.73,绿币
1.16253E+18,180000,2.97,ad_video_popup_bonus,任务奖励,2,1.87,绿币
1.16489E+18,580000,3.94,ad_video_starfish,,2,20000,金币
1.16469E+18,520000,7.6,ad_video_starfish,,1,2.99,绿币
1.16312E+18,1540000,0.92,ad_video_popup_bonus,任务奖励,1,0.92,绿币
1.16361E+18,540000,1.16,ad_video_cashgame_num,,1,1.06,绿币
1.16386E+18,1040000,1.3,ad_video_starfish,,2,1.07,绿币
1.16487E+18,1940000,1.58,ad_video_popup_bonus,礼物-在线奖励,1,1.58,绿币
1.16417E+18,540000,0.55,ad_video_popup_bonus,标记海星,2,0.45,绿币
1.16492E+18,640000,3.14,ad_video_starfish,,2,2.94,绿币
1.16487E+18,1040000,4.74,ad_video_gift_ad,,0,2.05,绿币
1.16494E+18,10541000,0,ad_video_wild,,3,20000,金币
1.16488E+18,1040000,2.63,ad_video_popup_bonus,标记海星,2,2.63,绿币
1.16489E+18,540000,3.13,ad_video_popup_bonus,标记海星,2,2.63,绿币
1.16364E+18,640000,0.35,ad_video_popup_bonus,任务奖励,1,0.35,绿币
1.16448E+18,2540000,1.77,ad_video_cashgame_num,,0,1.51,绿币
1.16345E+18,1043000,4.84,ad_video_starfish,,2,2.87,绿币
1.16423E+18,2540000,1.58,ad_video_popup_bonus,标记海星,2,1.58,绿币
1.16488E+18,5540000,1.27,ad_video_popup_bonus,标记海星,2,1.27,绿币
1.16466E+18,540000,2.75,ad_video_popup_bonus,标记海星,2,1.75,绿币
1.16279E+18,280000,3.72,ad_video_starfish,,0,1.65,绿币
1.16461E+18,1140000,3.33,ad_video_popup_bonus,标记海星,1,1.62,绿币
1.16465E+18,500000,1.04,ad_video_wild,,2,0.94,绿币
1.16457E+18,540000,2.14,ad_video_popup_bonus,标记海星,3,3.13,绿币
1.16464E+18,540000,0.5,ad_video_wild,,1,20000,金币
1.16455E+18,600000,0,ad_video_wild,,2,20000,金币
1.16485E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16444E+18,259000,3.15,ad_video_checkin_remedy,,0,2.45,绿币
1.1649E+18,640000,2.23,ad_video_details_powerup,,1,2.23,绿币
1.16492E+18,740000,2.81,ad_video_starfish,,0,2.61,绿币
1.16407E+18,1140000,1.73,ad_video_popup_bonus,标记海星,2,1.73,绿币
1.16397E+18,540000,1.17,ad_video_popup_bonus,标记海星,2,0.97,绿币
1.16493E+18,180000,1.18,ad_video_wild,,2,1.08,绿币
1.16489E+18,806000,2.32,ad_video_popup_bonus,标记海星,5,1.67,绿币
1.16494E+18,540000,2.29,ad_video_details_powerup,,2,1.95,绿币
1.16489E+18,540000,1.82,ad_video_popup_bonus,标记海星,2,1.72,绿币
1.16438E+18,1040000,1.81,ad_video_starfish,,2,1.03,绿币
1.16487E+18,880000,0,ad_video_wild,,1,400000,金币
1.16436E+18,640000,2.54,ad_video_popup_bonus,标记海星,2,2.54,绿币
1.16436E+18,1540000,1.97,ad_video_popup_bonus,任务奖励,0,1.97,绿币
1.16486E+18,740000,3.62,ad_video_popup_bonus,标记海星,2,3.62,绿币
1.16487E+18,640000,1.57,ad_video_popup_bonus,标记海星,2,1.57,绿币
1.16487E+18,640000,2.34,ad_video_popup_bonus,标记海星,2,2.34,绿币
1.16368E+18,540000,2.12,ad_video_popup_bonus,标记海星,2,1.92,绿币
1.16482E+18,640000,1.1,ad_video_cashgame_num,,1,1.1,绿币
1.16415E+18,640000,2.78,ad_video_popup_bonus,礼物-在线奖励,2,2.48,绿币
1.16489E+18,1540000,1.46,ad_video_popup_bonus,标记海星,2,1.46,绿币
1.16367E+18,1540000,2.02,ad_video_starfish,,2,1.73,绿币
1.16488E+18,540000,1.94,ad_video_popup_bonus,标记海星,2,1.44,绿币
1.16368E+18,680000,1.29,ad_video_wild,,2,1.29,绿币
1.1642E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16487E+18,1040000,2.18,ad_video_cashgame_num,,1,2.18,绿币
1.16478E+18,520000,2.99,ad_video_login_recovery,,0,2.99,绿币
1.16488E+18,740000,2.61,ad_video_starfish,,2,2.44,绿币
1.16463E+18,640000,1.43,ad_video_popup_bonus,任务奖励,1,1.43,绿币
1.16315E+18,20000,1.57,ad_video_wild,,1,1.37,绿币
1.16273E+18,540000,0.76,ad_video_popup_bonus,标记海星,2,0.66,绿币
1.16469E+18,320000,1.68,ad_video_starfish,,2,1.08,绿币
1.16422E+18,540000,1.73,ad_video_popup_bonus,标记海星,2,1.53,绿币
1.16486E+18,540000,2.16,ad_video_wild,,2,2.06,绿币
1.16459E+18,540000,2.14,ad_video_popup_bonus,,2,2.04,绿币
1.16412E+18,640000,1.56,ad_video_wild,,2,1.56,绿币
1.16349E+18,1040000,2.31,ad_video_popup_bonus,任务奖励,2,2.03,绿币
1.16451E+18,483000,2.3,ad_video_wild,,3,2.46,绿币
1.16378E+18,640000,1.4,ad_video_details_powerup,,1,1.4,绿币
1.16414E+18,640000,2.55,ad_video_popup_bonus,标记海星,2,2.55,绿币
1.16482E+18,1140000,2.51,ad_video_popup_bonus,任务奖励,2,1.4,绿币
1.16452E+18,540000,2.1,ad_video_starfish,,2,1.58,绿币
1.16268E+18,640000,1.47,ad_video_wild,,2,1.47,绿币
1.16469E+18,721000,1.61,ad_video_popup_bonus,礼物-在线奖励,1,1.29,绿币
1.16481E+18,540000,3.43,ad_video_popup_bonus,标记海星,2,2.93,绿币
1.16481E+18,540000,1.47,ad_video_popup_bonus,任务奖励,1,1.27,绿币
1.16363E+18,540000,2.14,ad_video_popup_bonus,标记海星,2,2.04,绿币
1.16479E+18,740000,2.25,ad_video_starfish,,2,1.94,绿币
1.1647E+18,280000,1.46,ad_video_wild,,1,20000,金币
1.16483E+18,540000,2.16,ad_video_cashgame_num,,2,1.73,绿币
1.16426E+18,4820000,0.25,ad_video_wild,,4,1.54,绿币
1.16275E+18,1040000,2.78,ad_video_starfish,,2,1.85,绿币
1.1642E+18,540000,1.12,ad_video_wild,,2,1.02,绿币
1.1638E+18,640000,0.43,ad_video_popup_bonus,标记海星,2,0.43,绿币
1.16379E+18,540000,2.87,ad_video_gift_ad,,1,2.24,绿币
1.16379E+18,330000,3.15,ad_video_popup_bonus,任务奖励,0,1.07,绿币
1.16342E+18,540000,1.36,ad_video_popup_bonus,礼物-在线奖励,2,0.21,绿币
1.16372E+18,540000,1.75,ad_video_popup_bonus,任务奖励,1,1.65,绿币
1.16371E+18,544410,1.16,ad_video_details_powerup,,0,1.06,绿币
1.16344E+18,540000,0.2,ad_video_details_bingo,,0,20000,金币
1.16347E+18,1540000,0.66,ad_video_popup_bonus,标记海星,2,0.66,绿币
1.16368E+18,540000,1.66,ad_video_popup_bonus,标记海星,2,1.56,绿币
1.1637E+18,540000,0.43,ad_video_popup_bonus,标记海星,2,0.33,绿币
1.16374E+18,1040000,0.93,ad_video_popup_bonus,标记海星,2,0.93,绿币
1.1629E+18,640000,2.09,ad_video_popup_bonus,标记海星,2,2.09,绿币
1.16373E+18,290000,3.54,ad_video_starfish,,1,1.2,绿币
1.16317E+18,740000,1.96,ad_video_details_bingo,,1,1.08,绿币
1.16369E+18,640000,1.24,ad_video_popup_bonus,标记海星,2,1.24,绿币
1.16371E+18,740000,2.25,ad_video_wild,,2,2.25,绿币
1.1636E+18,540000,1.64,ad_video_details_powerup,,1,1.54,绿币
1.16282E+18,1140000,1.88,ad_video_wild,,1,1.88,绿币
1.16371E+18,740000,2.05,ad_video_starfish,,2,1.84,绿币
1.1635E+18,640000,0.75,ad_video_popup_bonus,标记海星,2,0.75,绿币
1.16368E+18,1040000,1.46,ad_video_starfish,,2,1.18,绿币
1.16272E+18,540000,1.6,ad_video_popup_bonus,标记海星,2,1.4,绿币
1.1636E+18,2643000,1.96,ad_video_gift_ad,,1,1.96,绿币
1.16267E+18,640000,2.32,ad_video_starfish,,1,20000,金币
1.16376E+18,640000,0.51,ad_video_wild,,2,0.51,绿币
1.16376E+18,433000,0.51,ad_video_starfish,,0,0.57,绿币
1.16361E+18,540000,1.64,ad_video_wild,,2,1.54,绿币
1.16368E+18,640000,1.42,ad_video_popup_bonus,任务奖励,1,1.42,绿币
1.16378E+18,1040000,1.78,ad_video_popup_bonus,任务奖励,1,1.78,绿币
1.16378E+18,640000,1.36,ad_video_popup_bonus,标记海星,2,1.36,绿币
1.1638E+18,640000,1.24,ad_video_wild,,2,1.24,绿币
1.16378E+18,180000,1.93,ad_video_wild,,2,1.83,绿币
1.16377E+18,1040000,1.1,ad_video_popup_bonus,标记海星,2,1.1,绿币
1.16369E+18,540000,1.42,ad_video_popup_bonus,标记海星,2,1.32,绿币
1.16367E+18,600000,1.31,ad_video_wild,,2,1.31,绿币
1.16369E+18,640000,1.62,ad_video_wild,,2,1.62,绿币
1.16258E+18,540000,3.45,ad_video_starfish,,2,2.54,绿币
1.16372E+18,6043000,3.48,ad_video_gift_ad,,2,1.6,绿币
1.16375E+18,843000,1.37,ad_video_starfish,,2,0.48,绿币
1.16373E+18,540000,1.66,ad_video_details_bingo,,1,1.46,绿币
1.16375E+18,640000,1.03,ad_video_starfish,,2,0.76,绿币
1.16305E+18,1040000,1.2,ad_video_popup_bonus,标记海星,2,1.2,绿币
1.16379E+18,540000,1.81,ad_video_popup_bonus,标记海星,2,1.61,绿币
1.16378E+18,1040000,0.65,ad_video_wild,,2,0.65,绿币
1.16379E+18,640000,1.66,ad_video_popup_bonus,标记海星,2,1.66,绿币
1.16377E+18,640000,2.17,ad_video_starfish,,2,2,绿币
1.1638E+18,540000,0.95,ad_video_details_bingo,,0,20000,金币
1.1637E+18,180000,0.1,ad_video_wild,,1,20000,金币
1.16312E+18,180000,1.95,ad_video_wild,,2,1.85,绿币
1.16376E+18,180000,1.06,ad_video_wild,,2,0.96,绿币
1.16303E+18,940000,2.67,ad_video_starfish,,2,1.35,绿币
1.1637E+18,280000,0,ad_video_wild,,1,-240000,金币
1.16336E+18,540000,1.72,ad_video_wild,,2,1.62,绿币
1.16257E+18,580000,2.99,ad_video_popup_bonus,标记海星,3,1.89,绿币
1.16362E+18,540000,1.85,ad_video_starfish,,2,1.5,绿币
1.16355E+18,740000,1.25,ad_video_popup_bonus,礼物-在线奖励,1,1.25,绿币
1.1631E+18,540000,1.52,ad_video_popup_bonus,标记海星,2,1.42,绿币
1.16356E+18,11000,3.33,ad_video_starfish,,6,1.54,绿币
1.16355E+18,640000,1.68,ad_video_popup_bonus,标记海星,2,1.68,绿币
1.16356E+18,540000,1.85,ad_video_popup_bonus,任务奖励,1,1.75,绿币
1.16355E+18,540000,1.57,ad_video_popup_bonus,任务奖励,1,1.47,绿币
1.16356E+18,540000,0,ad_video_wild,,2,-240000,金币
1.1635E+18,540000,1.07,ad_video_starfish,,2,0.72,绿币
1.16335E+18,640000,0.21,ad_video_popup_bonus,,2,0.21,绿币
1.16305E+18,283000,2.86,ad_video_wild,,3,2.32,绿币
1.16363E+18,540000,0.83,ad_video_popup_bonus,标记海星,2,0.63,绿币
1.16356E+18,540000,0.74,ad_video_popup_bonus,礼物-在线奖励,1,0.64,绿币
1.16359E+18,540000,1.33,ad_video_popup_bonus,标记海星,2,1.23,绿币
1.16361E+18,1040000,0.79,ad_video_popup_bonus,标记海星,2,0.79,绿币
1.16361E+18,640000,1.11,ad_video_cashgame_num,,1,1.11,绿币
1.16358E+18,1440000,1.36,ad_video_popup_bonus,礼物-在线奖励,2,1.19,绿币
1.16286E+18,681000,4.4,ad_video_popup_bonus,礼物-在线奖励,3,2.19,绿币
1.16361E+18,750000,0,ad_video_cashgame_num,,1,20000,金币
1.16365E+18,740000,1.64,ad_video_starfish,,2,1.24,绿币
1.16288E+18,540000,1.41,ad_video_popup_bonus,标记海星,2,1.31,绿币
1.16348E+18,693000,4.12,ad_video_starfish,,4,2.26,绿币
1.16318E+18,1000000,1.66,ad_video_wild,,1,0.9,绿币
1.16351E+18,1040000,0.96,ad_video_popup_bonus,标记海星,2,0.96,绿币
1.16277E+18,520000,1.28,ad_video_checkin_remedy,,0,1.28,绿币
1.1635E+18,680000,0.84,ad_video_wild,,2,0.84,绿币
1.1635E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16349E+18,484000,0.72,ad_video_popup_bonus,任务奖励,0,0.52,绿币
1.16352E+18,540000,1.4,ad_video_popup_bonus,标记海星,2,1.3,绿币
1.16349E+18,680000,0.99,ad_video_wild,,2,0.99,绿币
1.16344E+18,280000,1.83,ad_video_wild,,2,1.33,绿币
1.16294E+18,640000,1.95,ad_video_starfish,,2,1.64,绿币
1.16343E+18,1040000,3.73,ad_video_popup_bonus,礼物-在线奖励,1,1.57,绿币
1.16344E+18,740000,1.49,ad_video_popup_bonus,礼物-在线奖励,1,1.49,绿币
1.16341E+18,640000,0.39,ad_video_popup_bonus,标记海星,2,0.39,绿币
1.16347E+18,540000,2.06,ad_video_popup_bonus,标记海星,2,1.56,绿币
1.16268E+18,540000,1.83,ad_video_popup_bonus,标记海星,2,1.63,绿币
1.16343E+18,540000,2.12,ad_video_popup_bonus,标记海星,2,1.92,绿币
1.16277E+18,680000,1.49,ad_video_popup_bonus,礼物-在线奖励,2,1.39,绿币
1.16343E+18,1140000,1.55,ad_video_starfish,,2,1.34,绿币
1.16347E+18,180000,0,ad_video_wild,,1,20000,金币
1.16348E+18,540000,1.59,ad_video_popup_bonus,,2,1.39,绿币
1.16348E+18,380000,1.08,ad_video_wild,,2,1.08,绿币
1.16352E+18,540000,2.64,ad_video_starfish,,2,2.14,绿币
1.1629E+18,540000,0.79,ad_video_starfish,,2,0.52,绿币
1.16366E+18,540000,1.24,ad_video_details_powerup,,2,0.89,绿币
1.16286E+18,540000,2.17,ad_video_popup_bonus,标记海星,2,1.97,绿币
1.16365E+18,540000,1.06,ad_video_popup_bonus,标记海星,2,0.96,绿币
1.16345E+18,540000,1.54,ad_video_popup_bonus,标记海星,2,1.34,绿币
1.16321E+18,2540000,0.41,ad_video_popup_bonus,任务奖励,1,0.41,绿币
1.16292E+18,283000,0.29,ad_video_starfish,,5,1.86,绿币
1.16365E+18,640000,0,ad_video_wild,,1,20000,金币
1.16351E+18,540000,1.01,ad_video_starfish,,2,0.71,绿币
1.16427E+18,540000,3.83,ad_video_popup_bonus,标记海星,2,3.63,绿币
1.16474E+18,540000,4.42,ad_video_starfish,,2,3,绿币
1.16414E+18,1243000,5.4,ad_video_starfish,,0,4.41,绿币
1.1645E+18,1040000,4.31,ad_video_popup_bonus,标记海星,1,1.56,绿币
1.1646E+18,640000,1.75,ad_video_popup_bonus,任务奖励,1,1.75,绿币
1.16483E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16482E+18,540000,2.47,ad_video_popup_bonus,标记海星,2,1.97,绿币
1.16452E+18,540000,3.21,ad_video_popup_bonus,任务奖励,1,3.01,绿币
1.16487E+18,1040000,1.83,ad_video_starfish,,2,1.62,绿币
1.16333E+18,940000,1.09,ad_video_popup_bonus,礼物-在线奖励,0,20000,金币
1.16319E+18,180000,1.31,ad_video_wild,,2,1.11,绿币
1.16344E+18,540000,1.81,ad_video_popup_bonus,任务奖励,1,1.31,绿币
1.16339E+18,540000,1.72,ad_video_popup_bonus,标记海星,2,1.62,绿币
1.1634E+18,840000,1.46,ad_video_gift_ad,,1,0.68,绿币
1.16338E+18,1240000,2.23,ad_video_popup_bonus,任务奖励,0,2.23,绿币
1.16298E+18,940000,1.37,ad_video_popup_bonus,任务奖励,0,0.87,绿币
1.16346E+18,740000,1.84,ad_video_popup_bonus,标记海星,2,1.84,绿币
1.16356E+18,640000,1.57,ad_video_details_bingo,,1,1.57,绿币
1.16324E+18,330000,2.01,ad_video_popup_bonus,任务奖励,0,0.3,绿币
1.16365E+18,10540000,1,ad_video_popup_bonus,,2,1,绿币
1.16346E+18,3040000,1.27,ad_video_details_bingo,,1,1.06,绿币
1.16345E+18,1040000,2.44,ad_video_gift_ad,,2,1.13,绿币
1.16348E+18,640000,1.5,ad_video_starfish,,2,1.22,绿币
1.1636E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16343E+18,840000,2.09,ad_video_starfish,,2,1.89,绿币
1.16356E+18,1160000,1.99,ad_video_starfish,,0,20000,金币
1.16361E+18,700000,2.01,ad_video_wild,,2,2.01,绿币
1.16256E+18,1040000,1.82,ad_video_popup_bonus,标记海星,2,1.82,绿币
1.1636E+18,540000,0.5,ad_video_popup_bonus,标记海星,2,20000,金币
1.16357E+18,540000,0.53,ad_video_popup_bonus,标记海星,2,0.43,绿币
1.16358E+18,740000,1.43,ad_video_popup_bonus,标记海星,2,1.43,绿币
1.1649E+18,333000,1.99,ad_video_popup_powerup,,7,2.43,绿币
1.16433E+18,540000,3.59,ad_video_popup_bonus,任务奖励,1,2.59,绿币
1.16451E+18,640000,1.93,ad_video_popup_bonus,标记海星,2,1.93,绿币
1.16441E+18,640000,1.45,ad_video_details_powerup,,1,1.45,绿币
1.16486E+18,680000,3.29,ad_video_popup_bonus,标记海星,3,3.09,绿币
1.16488E+18,1140000,3.49,ad_video_starfish,,2,2.24,绿币
1.16486E+18,280000,3.16,ad_video_popup_powerup,,6,2.48,绿币
1.16487E+18,650000,0,ad_video_wild,,3,-40000,金币
1.16396E+18,740000,1.5,ad_video_wild,,2,1.5,绿币
1.1649E+18,1140000,4.33,ad_video_starfish,,2,2.27,绿币
1.16488E+18,102000,4.86,ad_video_details_powerup,,9,2.93,绿币
1.16414E+18,640000,2.79,ad_video_starfish,,2,2.38,绿币
1.16345E+18,1540000,1.58,ad_video_starfish,,2,1.39,绿币
1.1639E+18,280000,1.05,ad_video_wild,,2,1.05,绿币
1.16417E+18,640000,2.39,ad_video_popup_bonus,礼物-在线奖励,1,2.39,绿币
1.16399E+18,540000,1.24,ad_video_wild,,2,1.14,绿币
