$part_date,#user_id,金币余额,绿币余额,广告场景,ad_name,翻倍奖励原因,累计游戏次数,奖励金额,资源类型
2023/10/18,1.16442E+18,5540000,2.58,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.58,绿币
2023/10/15,1.16314E+18,540000,1.47,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.37,绿币
2023/10/14,1.15401E+18,14602000,1.47,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,0.1,绿币
2023/10/19,1.16479E+18,540000,1.05,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.95,绿币
2023/10/17,1.16405E+18,640000,0.96,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.96,绿币
2023/10/18,1.16454E+18,740000,2.43,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.43,绿币
2023/10/13,1.16244E+18,640000,0.7,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.7,绿币
2023/10/16,1.16347E+18,540000,2.02,bingo额外wild技能广告,ad_video_wild,,2,1.52,绿币
2023/10/18,1.16444E+18,540000,2.31,看广告开启活动场次-海星之旅,ad_video_starfish,,2,2.01,绿币
2023/10/18,1.16441E+18,860000,3.29,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,5,2.6,绿币
2023/10/19,1.16481E+18,540000,2.08,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.98,绿币
2023/10/19,1.1648E+18,393000,3.36,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,4,4.34,绿币
2023/10/14,1.16305E+18,640000,1.44,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.44,绿币
2023/10/19,1.1648E+18,1220000,3.56,看广告开启活动场次-海星之旅,ad_video_starfish,,4,2.83,绿币
2023/10/19,1.14438E+18,98000,5.06,bingo额外wild技能广告,ad_video_wild,,1,0.63,绿币
2023/10/19,1.16484E+18,540000,1.66,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.56,绿币
2023/10/14,1.16073E+18,2603079,18.79,7日签到双倍奖励广告,ad_video_checkin_double,,0,66844,金币
2023/10/18,1.16449E+18,540000,0.1,bingo额外wild技能广告,ad_video_wild,,1,20000,金币
2023/10/13,1.15467E+18,566000,10.57,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,1,-1.99,绿币
2023/10/19,1.16459E+18,540000,3.02,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.82,绿币
2023/10/13,1.16197E+18,4778000,4.87,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,5,2.99,绿币
2023/10/13,1.16242E+18,640000,0.56,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.56,绿币
2023/10/19,1.16461E+18,640000,0.94,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.94,绿币
2023/10/19,1.16474E+18,640000,1.61,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.61,绿币
2023/10/13,1.16274E+18,1140000,0.56,cash game获得幸运数字,ad_video_cashgame_num,,1,0.56,绿币
2023/10/19,1.16474E+18,540000,1.01,通用翻倍奖励,ad_video_popup_bonus,任务奖励,0,0.91,绿币
2023/10/14,1.14644E+18,1358195,3.5,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,0,0.69,绿币
2023/10/19,1.1648E+18,740000,2.42,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.42,绿币
2023/10/16,1.16367E+18,1100000,1.73,bingo额外wild技能广告,ad_video_wild,,3,400000,金币
2023/10/15,1.1633E+18,380000,1.3,看广告开启活动场次-海星之旅,ad_video_starfish,,1,0.85,绿币
2023/10/19,1.1648E+18,640000,2.7,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.7,绿币
2023/10/19,1.16481E+18,798000,5.24,通用翻倍奖励,ad_video_popup_bonus,任务奖励,2,4.3,绿币
2023/10/13,1.16241E+18,693000,4.46,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,14,0.42,绿币
2023/10/13,1.16231E+18,180000,1.06,礼物界面领取广告奖励,ad_video_gift_ad,,2,0.56,绿币
2023/10/19,1.16468E+18,540000,2.74,礼物界面领取广告奖励,ad_video_gift_ad,,1,2.02,绿币
2023/10/19,1.16479E+18,540000,1.68,7日签到双倍奖励广告,ad_video_checkin_double,,0,1.58,绿币
2023/10/18,1.13945E+18,28057790,15.75,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,1,190817,金币
2023/10/19,1.16486E+18,500000,3,bingo额外wild技能广告,ad_video_wild,,2,2,绿币
2023/10/19,1.16458E+18,640000,1.04,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.04,绿币
2023/10/18,1.16452E+18,540000,2.13,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.03,绿币
2023/10/19,1.13304E+18,3314688,14.7,登录奖励恢复连续登录,ad_video_login_recovery,,0,0.7,绿币
2023/10/15,1.16322E+18,380000,1.12,bingo额外wild技能广告,ad_video_wild,,2,1.12,绿币
2023/10/13,1.15989E+18,6069711,31.75,礼物界面领取广告奖励,ad_video_gift_ad,,0,0.1,绿币
2023/10/13,1.15727E+18,328000,1.43,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,1,-360000,金币
2023/10/14,1.16295E+18,10180000,1.34,bingo额外wild技能广告,ad_video_wild,,2,1.34,绿币
2023/10/18,1.16453E+18,640000,1.46,bingo额外wild技能广告,ad_video_wild,,2,1.46,绿币
2023/10/19,1.16487E+18,640000,2.5,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.5,绿币
2023/10/17,1.16414E+18,640000,1.12,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.12,绿币
2023/10/19,1.16485E+18,540000,1.34,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.14,绿币
2023/10/16,1.16379E+18,280000,2.61,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,2,1.51,绿币
2023/10/13,1.13478E+18,3535508,9.16,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,2,-360000,金币
2023/10/13,1.16055E+18,2468000,42.39,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,180000,金币
2023/10/16,1.16379E+18,20000,2.15,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,5,2.66,绿币
2023/10/19,1.16483E+18,540000,3.53,看广告开启活动场次-海星之旅,ad_video_starfish,,2,2.42,绿币
2023/10/19,1.16485E+18,740000,2.11,bingo额外wild技能广告,ad_video_wild,,2,2.11,绿币
2023/10/19,1.16482E+18,640000,0.95,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,1,0.95,绿币
2023/10/16,1.16367E+18,1140000,2.07,看广告开启活动场次-海星之旅,ad_video_starfish,,1,1.7,绿币
2023/10/18,1.16436E+18,1245000,2.72,bingo额外wild技能广告,ad_video_wild,,8,2.41,绿币
2023/10/19,1.16482E+18,540000,1.62,7日签到双倍奖励广告,ad_video_checkin_double,,0,1.52,绿币
2023/10/14,1.16277E+18,1040000,1.07,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.07,绿币
2023/10/19,1.16489E+18,540000,1.76,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.56,绿币
2023/10/20,1.16491E+18,640000,2.24,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.24,绿币
2023/10/15,1.16343E+18,740000,1.34,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.34,绿币
2023/10/16,1.14593E+18,11436492,58.06,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,0,46666,金币
2023/10/20,1.1613E+18,940000,0.52,看广告开启活动场次-海星之旅,ad_video_starfish,,1,400000,金币
2023/10/19,1.16489E+18,338000,2.63,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,3,2.14,绿币
2023/10/19,1.16488E+18,940000,2.13,通用翻倍奖励,ad_video_popup_bonus,任务奖励,0,1.93,绿币
2023/10/19,1.16491E+18,1040000,2.47,看广告开启活动场次-海星之旅,ad_video_starfish,,2,1.15,绿币
2023/10/20,1.16492E+18,540000,1.02,通用翻倍奖励,ad_video_popup_bonus,,2,0.92,绿币
2023/10/15,1.13726E+18,24809202,88.74,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,87777,金币
2023/10/15,1.16343E+18,640000,1.74,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.74,绿币
2023/10/15,1.16345E+18,480000,1.86,cash game获得幸运数字,ad_video_cashgame_num,,3,1.02,绿币
2023/10/15,1.16325E+18,640000,2.68,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.68,绿币
2023/10/15,1.16333E+18,8880000,3.93,bingo场次详情弹窗中看广告开启比赛,ad_video_details_bingo,,8,0.66,绿币
2023/10/15,1.16341E+18,643000,1.07,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.97,绿币
2023/10/14,1.1372E+18,13574365,1.45,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,0.1,绿币
2023/10/15,1.1634E+18,180000,1.64,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,2,1.44,绿币
2023/10/15,1.14655E+18,723000,1.48,bingo额外wild技能广告,ad_video_wild,,1,-1.99,绿币
2023/10/15,1.16341E+18,640000,1.35,看广告开启活动场次-海星之旅,ad_video_starfish,,2,1.17,绿币
2023/10/14,1.16277E+18,640000,3.95,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,3.39,绿币
2023/10/14,1.16286E+18,540000,2.39,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,1,1.39,绿币
2023/10/15,1.16324E+18,740000,3.05,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,3.05,绿币
2023/10/13,1.1626E+18,280000,2.2,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,-360000,金币
2023/10/13,1.15871E+18,31186449,0.68,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,0,5000,积分墙币
2023/10/13,1.13543E+18,3170122,37.71,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,0,0.73,绿币
2023/10/15,1.16329E+18,540000,0.78,看广告开启活动场次-海星之旅,ad_video_starfish,,1,20000,金币
2023/10/15,1.1634E+18,1180000,1.76,bingo额外wild技能广告,ad_video_wild,,1,1.76,绿币
2023/10/13,1.15795E+18,86088,40.82,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,3,0.1,绿币
2023/10/15,1.16315E+18,1540000,1.33,通用翻倍奖励,ad_video_popup_bonus,,2,1.33,绿币
2023/10/13,1.16266E+18,540000,1.29,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,1,1.19,绿币
2023/10/15,1.16326E+18,1040000,1.1,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.1,绿币
2023/10/15,1.16054E+18,21751179,41.57,看广告开启活动场次-大魔豆,ad_video_coin_tree,,0,1351996,金币
2023/10/13,1.16096E+18,1020327,20.85,登录奖励恢复连续登录,ad_video_login_recovery,,1,120000,金币
2023/10/14,1.16128E+18,355000,4.21,bingo场次详情弹窗中看广告开启比赛,ad_video_details_bingo,,2,120000,金币
2023/10/15,1.16326E+18,843000,1.87,cash game获得幸运数字,ad_video_cashgame_num,,1,1.87,绿币
2023/10/15,1.16343E+18,640000,1.71,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.71,绿币
2023/10/14,1.16194E+18,110000,9.17,cash game获得幸运数字,ad_video_cashgame_num,,0,5.99,绿币
2023/10/13,1.14676E+18,21723521,3.32,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,0,-1.99,绿币
2023/10/14,1.16281E+18,1040000,2.12,看广告开启活动场次-海星之旅,ad_video_starfish,,1,20000,金币
2023/10/15,1.16341E+18,940000,0.72,通用翻倍奖励,ad_video_popup_bonus,标记海星,1,0.62,绿币
2023/10/15,1.16344E+18,840000,1.52,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.52,绿币
2023/10/14,1.16281E+18,540000,0.84,bingo额外wild技能广告,ad_video_wild,,2,0.74,绿币
2023/10/15,1.16274E+18,1480000,4.33,bingo额外wild技能广告,ad_video_wild,,1,1.04,绿币
2023/10/15,1.16315E+18,890000,5.36,礼物界面领取广告奖励,ad_video_gift_ad,,3,1.04,绿币
2023/10/15,1.13345E+18,2193000,4.54,看广告开启活动场次-海星之旅,ad_video_starfish,,2,0.59,绿币
2023/10/14,1.16294E+18,383000,1.64,bingo额外wild技能广告,ad_video_wild,,2,1.64,绿币
2023/10/15,1.1634E+18,540000,3.41,看广告开启活动场次-海星之旅,ad_video_starfish,,2,2.95,绿币
2023/10/13,1.15836E+18,30227176,58.43,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,205332,金币
2023/10/15,1.16343E+18,740000,1.41,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.41,绿币
2023/10/14,1.16287E+18,540000,1.14,bingo额外wild技能广告,ad_video_wild,,2,1.04,绿币
2023/10/15,1.1634E+18,180000,1.64,通用翻倍奖励,ad_video_popup_bonus,标记海星,3,0.44,绿币
2023/10/14,1.16304E+18,180000,1.83,bingo额外wild技能广告,ad_video_wild,,2,0.83,绿币
2023/10/14,1.16E+18,68000,7.93,登录奖励恢复连续登录,ad_video_login_recovery,,0,0.59,绿币
2023/10/14,1.16302E+18,540000,1,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.8,绿币
2023/10/15,1.16299E+18,580000,0.54,7日签到补签广告,ad_video_checkin_remedy,,0,1.7,绿币
2023/10/15,1.16343E+18,640000,1.16,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,1,1.16,绿币
2023/10/15,1.1634E+18,640000,1.04,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.04,绿币
2023/10/15,1.16346E+18,540000,2.03,bingo额外wild技能广告,ad_video_wild,,2,1.53,绿币
2023/10/15,1.1633E+18,640000,1.4,通用翻倍奖励,ad_video_popup_bonus,任务奖励,1,1.4,绿币
2023/10/15,1.16237E+18,740000,1,7日签到补签广告,ad_video_checkin_remedy,,0,0.72,绿币
2023/10/15,1.1634E+18,540000,0.1,cash game获得幸运数字,ad_video_cashgame_num,,1,20000,金币
2023/10/15,1.16329E+18,1143000,1.57,bingo场次详情弹窗中看广告开启比赛,ad_video_details_bingo,,0,1.13,绿币
2023/10/15,1.16317E+18,133000,4.61,看广告开启活动场次-海星之旅,ad_video_starfish,,4,1.84,绿币
2023/10/14,1.16304E+18,540000,2.41,通用翻倍奖励,ad_video_popup_bonus,任务奖励,1,2.31,绿币
2023/10/14,1.16304E+18,643000,2.54,bingo额外wild技能广告,ad_video_wild,,2,1.71,绿币
2023/10/14,1.16299E+18,640000,1.33,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.33,绿币
2023/10/14,1.16275E+18,1040000,2.68,看广告开启活动场次-海星之旅,ad_video_starfish,,1,0.8,绿币
2023/10/15,1.16335E+18,940000,2.02,通用翻倍奖励,ad_video_popup_bonus,任务奖励,2,1.57,绿币
2023/10/15,1.16332E+18,220000,0.99,bingo额外wild技能广告,ad_video_wild,,4,1.09,绿币
2023/10/13,1.15728E+18,394323,1.07,通用翻倍奖励,ad_video_popup_bonus,任务奖励,0,50000,金币
2023/10/13,1.1626E+18,1040000,1.45,通用翻倍奖励,ad_video_popup_bonus,任务奖励,0,1.45,绿币
2023/10/13,1.16237E+18,740000,0.42,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.42,绿币
2023/10/15,1.16332E+18,540000,1.9,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.8,绿币
2023/10/15,1.16335E+18,740000,1.94,bingo场次详情弹窗中看广告开启比赛,ad_video_details_bingo,,2,1.69,绿币
2023/10/15,1.1632E+18,540000,3.17,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.17,绿币
2023/10/15,1.16317E+18,540000,1.16,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.06,绿币
2023/10/14,1.16279E+18,280000,7.25,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,4,3.64,绿币
2023/10/14,1.16308E+18,33000,0.81,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,6,2.25,绿币
2023/10/15,1.16318E+18,540000,0.2,bingo场次详情弹窗中看广告开启比赛,ad_video_details_bingo,,1,20000,金币
2023/10/15,1.16322E+18,640000,1.88,看广告开启活动场次-海星之旅,ad_video_starfish,,2,1.71,绿币
2023/10/15,1.16318E+18,740000,0.61,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.61,绿币
2023/10/15,1.16335E+18,1040000,1.19,通用翻倍奖励,ad_video_popup_bonus,,2,1.19,绿币
2023/10/15,1.16093E+18,860000,14.7,bingo场次详情弹窗中看广告开启比赛,ad_video_details_bingo,,0,180000,金币
2023/10/15,1.1633E+18,280000,1.43,bingo额外wild技能广告,ad_video_wild,,2,1.43,绿币
2023/10/14,1.16293E+18,740000,0.72,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.72,绿币
2023/10/13,1.15276E+18,7178000,36.06,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,1,-1.99,绿币
2023/10/15,1.16338E+18,540000,2.43,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.43,绿币
2023/10/13,1.16054E+18,233000,0.32,7日签到补签广告,ad_video_checkin_remedy,,0,160000,金币
2023/10/13,1.14413E+18,22843000,23,登录奖励恢复连续登录,ad_video_login_recovery,,1,-360000,金币
2023/10/15,1.16338E+18,540000,2.18,通用翻倍奖励,ad_video_popup_bonus,任务奖励,1,1.68,绿币
2023/10/15,1.16316E+18,680000,1.6,bingo额外wild技能广告,ad_video_wild,,2,1.6,绿币
2023/10/15,1.16339E+18,10540000,1.25,看广告开启活动场次-海星之旅,ad_video_starfish,,2,1.05,绿币
2023/10/15,1.16327E+18,540000,1.36,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.26,绿币
2023/10/15,1.1631E+18,840000,2.07,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.07,绿币
2023/10/15,1.15435E+18,69000,1.44,登录奖励恢复连续登录,ad_video_login_recovery,,0,0.75,绿币
2023/10/15,1.16327E+18,540000,1.93,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.83,绿币
2023/10/14,1.16303E+18,740000,2.52,通用翻倍奖励,ad_video_popup_bonus,任务奖励,1,2.52,绿币
2023/10/13,1.16259E+18,740000,0.53,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.53,绿币
2023/10/15,1.1633E+18,640000,0.28,bingo额外wild技能广告,ad_video_wild,,2,0.28,绿币
2023/10/15,1.1632E+18,2540000,0.77,看广告开启活动场次-海星之旅,ad_video_starfish,,2,0.51,绿币
2023/10/15,1.16323E+18,640000,1.76,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.76,绿币
2023/10/13,1.16269E+18,640000,1.34,看广告开启活动场次-海星之旅,ad_video_starfish,,1,20000,金币
2023/10/15,1.16328E+18,540000,2.15,bingo场次详情弹窗中看广告开启比赛,ad_video_details_bingo,,2,1.39,绿币
2023/10/13,1.13728E+18,2191000,14.58,登录奖励恢复连续登录,ad_video_login_recovery,,2,0,金币
2023/10/13,1.15274E+18,2157000,35.25,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,0.62,绿币
2023/10/15,1.16325E+18,1040000,1.06,看广告开启活动场次-海星之旅,ad_video_starfish,,1,0.85,绿币
2023/10/15,1.16305E+18,540000,0.2,bingo额外wild技能广告,ad_video_wild,,1,20000,金币
2023/10/15,1.16322E+18,180000,0.71,bingo额外wild技能广告,ad_video_wild,,2,0.51,绿币
2023/10/15,1.14317E+18,19044247,75.61,登录奖励恢复连续登录,ad_video_login_recovery,,0,254999,金币
2023/10/15,1.1633E+18,180000,5.55,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,1.49,绿币
2023/10/15,1.1633E+18,640000,1.64,看广告开启活动场次-海星之旅,ad_video_starfish,,2,1.46,绿币
2023/10/13,1.16223E+18,89000,3.06,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,3,5000,积分墙币
2023/10/15,1.16323E+18,640000,1.26,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.26,绿币
2023/10/15,1.16323E+18,540000,2.56,礼物界面领取广告奖励,ad_video_gift_ad,,1,1.66,绿币
2023/10/14,1.16305E+18,33000,1.3,看广告开启活动场次-海星之旅,ad_video_starfish,,1,20000,金币
2023/10/15,1.16322E+18,180000,0.31,bingo额外wild技能广告,ad_video_wild,,2,-360000,金币
2023/10/15,1.16321E+18,180000,2.3,bingo额外wild技能广告,ad_video_wild,,2,-360000,金币
2023/10/13,1.16269E+18,540000,2.4,看广告开启活动场次-海星之旅,ad_video_starfish,,2,2.09,绿币
2023/10/15,1.15597E+18,153986,3.25,bingo场次详情弹窗中看广告开启比赛,ad_video_details_bingo,,2,0.72,绿币
2023/10/15,1.15933E+18,718418,18.63,登录奖励恢复连续登录,ad_video_login_recovery,,1,-360000,金币
2023/10/13,1.15727E+18,11166823,20.62,bingo额外wild技能广告,ad_video_wild,,1,-1.99,绿币
2023/10/15,1.16315E+18,280000,0.6,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,20000,金币
2023/10/15,1.16326E+18,540000,0.1,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,20000,金币
2023/10/13,1.16235E+18,940000,1.67,看广告开启活动场次-海星之旅,ad_video_starfish,,1,0.11,绿币
2023/10/14,1.16291E+18,643000,3.16,看广告开启活动场次-海星之旅,ad_video_starfish,,2,2.04,绿币
2023/10/15,1.16323E+18,680000,0,bingo额外wild技能广告,ad_video_wild,,1,20000,金币
2023/10/13,1.16254E+18,190000,2.3,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,1,-360000,金币
2023/10/14,1.16288E+18,540000,2.34,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.24,绿币
2023/10/15,1.16322E+18,680000,1.81,bingo额外wild技能广告,ad_video_wild,,2,1.81,绿币
2023/10/13,1.14605E+18,566000,8.71,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,1,0.53,绿币
2023/10/13,1.15756E+18,2963479,2.92,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,1,2979999,金币
2023/10/15,1.1633E+18,740000,1.14,看广告开启活动场次-海星之旅,ad_video_starfish,,2,0.92,绿币
2023/10/13,1.1623E+18,1301056,12.95,bingo额外wild技能广告,ad_video_wild,,1,5000,积分墙币
2023/10/17,1.16416E+18,540000,3.99,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.99,绿币
2023/10/14,1.16303E+18,1040000,1.48,看广告开启活动场次-海星之旅,ad_video_starfish,,2,1.01,绿币
2023/10/19,1.16457E+18,640000,1.39,bingo额外wild技能广告,ad_video_wild,,2,1.39,绿币
2023/10/19,1.16465E+18,540000,3.64,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,2,3.18,绿币
2023/10/18,1.1645E+18,743000,2.4,cash game获得幸运数字,ad_video_cashgame_num,,2,2.13,绿币
2023/10/18,1.16406E+18,39000,1.65,7日签到双倍奖励广告,ad_video_checkin_double,,0,0.25,绿币
2023/10/19,1.16462E+18,580000,2.08,bingo额外wild技能广告,ad_video_wild,,2,1.41,绿币
2023/10/14,1.14765E+18,5231129,30.81,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,1,-40000,金币
2023/10/19,1.16454E+18,1040000,0,bingo额外wild技能广告,ad_video_wild,,1,20000,金币
2023/10/19,1.16464E+18,940000,2.95,通用翻倍奖励,ad_video_popup_bonus,任务奖励,0,2.75,绿币
2023/10/19,1.16466E+18,662000,1.86,看广告开启活动场次-海星之旅,ad_video_starfish,,4,20000,金币
2023/10/18,1.16443E+18,740000,3.74,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,3.74,绿币
2023/10/17,1.16396E+18,640000,1.51,看广告开启活动场次-海星之旅,ad_video_starfish,,2,1.26,绿币
2023/10/18,1.16443E+18,180000,3.38,bingo额外wild技能广告,ad_video_wild,,2,2.38,绿币
2023/10/19,1.16469E+18,1040000,0.52,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.52,绿币
2023/10/19,1.16468E+18,180000,3.28,bingo额外wild技能广告,ad_video_wild,,2,3.18,绿币
2023/10/19,1.15715E+18,1180000,7.32,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,1,-9.99,绿币
2023/10/16,1.1396E+18,1693974,17.16,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,1.99,绿币
2023/10/19,1.13731E+18,4557000,6.25,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,1,0,金币
2023/10/13,1.1575E+18,1255000,5.1,bingo场次详情弹窗中获取10个道具,ad_video_details_powerup,,0,0.53,绿币
2023/10/17,1.16399E+18,1040000,1.11,礼物界面领取广告奖励,ad_video_gift_ad,,0,1.01,绿币
2023/10/19,1.16472E+18,1140000,4.5,通用翻倍奖励,ad_video_popup_bonus,任务奖励,1,4.5,绿币
2023/10/19,1.16475E+18,540000,2.12,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.02,绿币
2023/10/19,1.16472E+18,540000,1.51,bingo额外wild技能广告,ad_video_wild,,2,1.41,绿币
2023/10/13,1.15501E+18,13800812,4.77,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,0.2,绿币
2023/10/16,1.16379E+18,540000,1.15,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.95,绿币
2023/10/19,1.16475E+18,2540000,0.42,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.42,绿币
2023/10/16,1.16373E+18,643000,2.45,bingo额外wild技能广告,ad_video_wild,,3,2.73,绿币
2023/10/19,1.16472E+18,740000,2.09,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,2.09,绿币
2023/10/18,1.16432E+18,124000,2.3,7日签到双倍奖励广告,ad_video_checkin_double,,0,2.05,绿币
2023/10/14,1.16281E+18,540000,1.51,bingo额外wild技能广告,ad_video_wild,,2,1.31,绿币
2023/10/18,1.16422E+18,173000,5.29,bingo场次中广告获取道具的弹窗,ad_video_popup_powerup,,3,3.13,绿币
2023/10/19,1.16459E+18,640000,1.46,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.46,绿币
2023/10/15,1.16031E+18,2913871,21.4,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,1174630,金币
2023/10/14,1.16306E+18,1140000,0.69,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,0.69,绿币
2023/10/19,1.16445E+18,620000,4.99,看广告开启活动场次-海星之旅,ad_video_starfish,,1,2.99,绿币
2023/10/19,1.16478E+18,740000,1.85,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.85,绿币
2023/10/19,1.16479E+18,540000,2.08,看广告开启活动场次-海星之旅,ad_video_starfish,,2,1.81,绿币
2023/10/19,1.16476E+18,640000,1.05,通用翻倍奖励,ad_video_popup_bonus,,2,1.05,绿币
2023/10/19,1.16479E+18,180000,2,bingo额外wild技能广告,ad_video_wild,,1,1.5,绿币
2023/10/19,1.16477E+18,1040000,0,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,0,20000,金币
2023/10/19,1.16477E+18,540000,2.27,通用翻倍奖励,ad_video_popup_bonus,礼物-在线奖励,1,2.07,绿币
2023/10/19,1.16478E+18,740000,1.46,bingo额外wild技能广告,ad_video_wild,,2,1.46,绿币
2023/10/19,1.16479E+18,1043000,4.74,通用翻倍奖励,ad_video_popup_bonus,任务奖励,2,2.45,绿币
2023/10/19,1.1648E+18,540000,1.63,通用翻倍奖励,ad_video_popup_bonus,标记海星,2,1.53,绿币
