user_id,当前角色个数,当前战斗力,可挑战关卡,等级,当前钻石,渠道,游戏次数,累计获取钻石,累计获取金币,累计角色抽卡,累计广告次数
1180064767100854272,8,296,6,13,489,Google Ads ACI,9.0,3759.0,661185.0,8.0,19.0
1180071985519009792,10,340,6,15,1857,Organic,24.0,4167.0,961548.0,15.0,14.0
1180083504994586624,4,150,3,9,1485,Organic,3.0,1075.0,209966.0,3.0,null
1180090593167028224,9,495,6,12,495,Organic,9.0,2925.0,562207.0,15.0,6.0
1180103618037030912,3,155,3,8,47,Google Ads ACI,3.0,1717.0,213297.0,2.0,null
1180106475142389760,2,115,2,2,759,Google Ads ACI,3.0,709.0,38353.0,2.0,3.0
1180116869089075200,3,67,2,3,1299,Organic,4.0,1249.0,131913.0,2.0,5.0
1180117861650145280,6,276,3,10,183,Organic,10.0,1833.0,337224.0,10.0,13.0
1180121347502645248,10,374,8,13,239,Google Ads ACI,9.0,3679.0,671006.0,21.0,25.0
1180123723630383104,5,99,3,6,169,Organic,5.0,519.0,81440.0,4.0,2.0
1180135449037901824,4,557,7,12,1187,Organic,25.0,4637.0,734526.0,6.0,29.0
1180152541057388546,3,112,3,9,1542,Organic,3.0,1142.0,216391.0,2.0,3.0
1180174110005665792,8,201,6,9,52,Unity ads_MB,10.0,2972.0,362491.0,12.0,4.0
1180184570218160135,5,329,6,11,2781,Organic,8.0,2831.0,458472.0,7.0,6.0
1180188706745626624,2,265,6,13,3062,Unity ads_MB,34.0,2507.0,824126.0,1.0,38.0
1180190930553016320,3,138,3,7,987,Organic,6.0,977.0,89189.0,3.0,null
1180201131616251904,4,317,4,9,1334,Organic,8.0,2674.0,324045.0,3.0,4.0
1180203867279732736,5,218,3,8,1784,Organic,5.0,1434.0,134810.0,4.0,1.0
1180240908809932802,4,174,3,9,1574,Google Ads ACI,6.0,1174.0,207776.0,3.0,3.0
1180244956619476992,4,214,4,10,1913,Google Ads ACI,7.0,2183.0,340910.0,3.0,5.0
1180251894015074304,6,114,3,7,891,Google Ads ACI,4.0,1191.0,133740.0,5.0,9.0
1180261992661786624,2,97,2,2,1304,Google Ads ACI,4.0,1254.0,113444.0,2.0,1.0
1180262924824883200,3,94,3,7,1322,Google Ads ACI,5.0,1072.0,102677.0,2.0,1.0
1180265549179916288,2,139,3,8,989,Organic,3.0,939.0,97551.0,3.0,null
1180266635462713344,3,285,5,8,1288,Organic,8.0,2438.0,210572.0,4.0,8.0
1180268788222791680,8,217,5,9,290,Organic,7.0,2290.0,241477.0,11.0,5.0
1180269913596502016,3,111,3,8,1626,Organic,5.0,1276.0,165020.0,2.0,9.0
1180280985279803394,4,147,5,8,2073,Google Ads ACI,8.0,1813.0,189650.0,4.0,3.0
1180289287057313792,5,77,3,4,251,Organic,4.0,701.0,30045.0,4.0,3.0
1180300984501415936,8,504,4,11,41,Google Ads ACI,18.0,2901.0,400141.0,14.0,4.0
1180301855037599744,10,506,7,11,1476,Organic,13.0,4086.0,601615.0,16.0,23.0
1180310701957197824,3,155,5,9,1910,null,7.0,1590.0,209995.0,3.0,7.0
1180310887311872000,11,799,8,13,257,Organic,21.0,4297.0,898696.0,23.0,23.0
1180327684140441600,2,217,4,9,648,Organic,3.0,848.0,169318.0,4.0,null
1180332255638204416,7,111,5,8,170,Organic,8.0,2220.0,207827.0,12.0,2.0
1180334848712122368,4,223,5,9,2651,Organic,4.0,2251.0,249061.0,4.0,10.0
1180337154165846016,7,604,8,11,2640,Organic,11.0,3330.0,570122.0,8.0,6.0
1180396265603608576,2,40,2,2,689,Organic,4.0,639.0,97323.0,1.0,null
1180403618314985472,7,140,5,7,30,Unattributed,9.0,2130.0,171124.0,12.0,12.0
1180410975887560704,4,283,5,9,1189,Unity ads_MB,7.0,2129.0,226929.0,4.0,9.0
1180411171677679619,10,454,4,8,278,Organic,9.0,3718.0,251908.0,12.0,6.0
1180423271720423424,9,500,12,10,1032,Organic,14.0,4092.0,743262.0,23.0,null
1180426591138754560,4,220,5,10,1659,Organic,7.0,2629.0,376721.0,4.0,null
1180433017374515200,11,432,9,11,752,Organic,15.0,3532.0,554968.0,19.0,null
1180437566592126976,2,56,2,2,437,Unattributed,2.0,387.0,730.0,1.0,null
1180444340263071744,2,28,3,2,600,Organic,2.0,550.0,15807.0,1.0,1.0
1180452007845044228,10,741,9,14,128,Gmo smaad,30.0,5558.0,945030.0,28.0,36.0
1180474778046173184,3,186,5,10,2195,Organic,6.0,1745.0,210815.0,3.0,1.0
1180506054354538496,3,276,6,11,2182,Organic,5.0,2972.0,494983.0,2.0,5.0
1180509681991294976,12,646,9,12,1756,Organic,24.0,4076.0,731689.0,21.0,17.0
1180510929008205824,2,68,3,9,687,Unity ads_MB,6.0,287.0,235019.0,1.0,null
1180515409393098752,2,210,4,10,2017,Organic,3.0,1567.0,272240.0,1.0,1.0
1180530888824332288,5,344,5,9,1361,Unattributed,10.0,4971.0,362615.0,3.0,1.0
1180537082272034816,3,63,2,2,555,Organic,3.0,805.0,22600.0,2.0,null
1180537261809209344,10,371,4,10,321,Google Ads ACI,14.0,2871.0,396133.0,12.0,18.0
1180553551349297152,3,111,3,8,937,Organic,4.0,887.0,104849.0,3.0,null
1180566163814354944,7,59,3,4,138,Google Ads ACI,3.0,1488.0,119750.0,7.0,null
1180581790910259200,9,554,10,13,27,Unattributed,17.0,3917.0,778323.0,20.0,14.0
1180585107489034240,4,130,5,4,564,Unattributed,4.0,794.0,55420.0,4.0,null
1180587880783814656,8,619,8,11,167,Organic,12.0,3947.0,750126.0,14.0,7.0
1180597953300013056,9,524,9,11,30,Organic,19.0,4065.0,701778.0,18.0,33.0
1180605198297473024,6,142,4,8,135,Google Ads ACI,15.0,1635.0,178138.0,9.0,6.0
1180611923771662336,3,252,6,10,2096,Google Ads ACI,12.0,3066.0,486019.0,5.0,9.0
1180631292685852672,3,209,3,9,66,Google Ads ACI,3.0,866.0,183410.0,6.0,null
1180632227956924416,6,337,7,10,2404,Unattributed,21.0,3374.0,540858.0,6.0,19.0
1180652339879481344,6,217,5,8,1108,Organic,10.0,2018.0,194252.0,7.0,9.0
1180653663530520576,5,63,3,4,93,Organic,4.0,923.0,31280.0,5.0,2.0
1180654986573389824,2,141,3,9,1305,Google Ads ACI,5.0,905.0,182482.0,2.0,null
1180656207258456064,5,211,6,11,3126,Google Ads ACI,7.0,2576.0,438786.0,5.0,5.0
1180657079405256704,3,246,3,7,742,Apple Search Ads,7.0,1862.0,166720.0,3.0,4.0
1180661366462099456,7,477,7,11,2981,Organic,8.0,3771.0,458017.0,7.0,6.0
1180684566105432064,9,238,6,11,269,Google Ads ACI,7.0,2719.0,467433.0,15.0,6.0
1180693946448224258,9,636,8,13,174,Organic,18.0,4114.0,1049946.0,17.0,23.0
1180740544586854400,5,369,5,10,2146,Organic,7.0,3086.0,416110.0,5.0,null
1180744146806120448,6,247,7,8,244,Organic,14.0,2374.0,275217.0,14.0,4.0
1180771462550654976,7,338,11,11,3765,Organic,11.0,4415.0,631567.0,14.0,null
1180773244001595392,4,304,4,10,942,Organic,7.0,1852.0,291205.0,3.0,7.0
1180807595120660480,11,677,21,12,1052,Organic,24.0,5378.0,1005257.0,22.0,null
1180813256483151872,3,133,3,7,51,Google Ads ACI,5.0,721.0,108802.0,3.0,1.0
1180818134668423172,8,379,5,11,82,Google Ads ACI,8.0,2282.0,340291.0,15.0,8.0
1180819325318082560,8,214,5,11,424,null,6.0,1549.0,356551.0,9.0,13.0
1180824248822800384,3,166,4,10,824,Organic,5.0,1714.0,330559.0,3.0,21.0
1180834861313691654,2,252,5,11,2762,Organic,4.0,2212.0,345370.0,4.0,10.0
1180843171945390080,6,228,5,12,2348,Google Ads ACI,12.0,3038.0,507534.0,5.0,24.0
1180843718068936704,11,832,9,14,2490,Unity ads_MB,22.0,6975.0,1179738.0,19.0,36.0
1180848664805904384,5,280,5,11,1742,Organic,6.0,2532.0,376532.0,4.0,13.0
1180863224749232128,2,111,3,9,267,Organic,4.0,1207.0,209538.0,2.0,5.0
1180890062728998912,6,315,4,8,1072,Organic,4.0,2062.0,194627.0,4.0,3.0
1180890176927313920,11,346,6,11,858,Organic,8.0,3318.0,516741.0,15.0,32.0
1180891030371704832,11,1088,12,17,571,Organic,34.0,7101.0,1431620.0,31.0,null
1180906195158835200,4,215,4,10,8,Google Ads ACI,9.0,1098.0,268609.0,5.0,null
1180912928329576448,2,12,2,3,325,Google Ads ACI,5.0,225.0,19372.0,1.0,2.0
1180952712259313664,6,478,7,11,185,Organic,24.0,4055.0,524247.0,13.0,11.0
1180953112588849152,4,269,5,9,1394,Google Ads ACI,6.0,2334.0,268447.0,4.0,20.0
1180963606825541632,12,489,5,14,3908,Google Ads ACI,13.0,6058.0,750872.0,14.0,7.0
1180971285564362752,3,243,3,8,148,Google Ads ACI,4.0,1138.0,126690.0,2.0,1.0
1180971932883890176,3,145,3,9,1885,Google Ads ACI,8.0,1485.0,192647.0,2.0,3.0
1180974004316418048,7,196,5,5,233,Organic,10.0,1533.0,106451.0,9.0,1.0
1180975511703134208,4,189,4,9,2091,Organic,5.0,1691.0,229910.0,3.0,5.0
1180986048621064192,9,185,8,6,120,Google Ads ACI,12.0,2570.0,230244.0,17.0,10.0
1180986946474741760,2,202,3,9,1990,Google Ads ACI,4.0,1590.0,220135.0,3.0,4.0
1180994196761219072,3,221,3,9,339,Organic,4.0,1279.0,239400.0,2.0,null
1180998254771314688,1,10,1,1,30,Google Ads ACI,1.0,30.0,null,null,null
1181001352352899073,9,439,6,12,1407,Organic,16.0,3757.0,618601.0,15.0,null
1181002219101630464,7,236,6,10,459,Organic,7.0,2409.0,360453.0,13.0,18.0
1181005893647478784,4,353,5,10,1929,Organic,11.0,3404.0,416892.0,4.0,1.0
1181006996086730752,5,283,5,11,1918,Unattributed,9.0,2707.0,390182.0,5.0,2.0
1181010155211333632,4,170,3,8,111,Organic,5.0,1061.0,166340.0,6.0,null
1181010827830898688,3,69,3,6,857,Organic,4.0,587.0,69790.0,2.0,1.0
1181018560776900610,3,75,3,7,1083,Organic,3.0,783.0,94201.0,2.0,null
1181025481781161984,8,411,7,12,32,Apple Search Ads,8.0,3282.0,510939.0,18.0,18.0
1181030362805972992,4,291,4,10,956,Organic,6.0,1996.0,338366.0,3.0,4.0
1181035045037551616,2,147,3,8,1199,Organic,6.0,849.0,106869.0,2.0,null
1181037261907570688,6,244,6,9,2896,Organic,12.0,2626.0,378448.0,5.0,15.0
1181040784648966144,9,590,12,11,946,Organic,20.0,4726.0,843568.0,22.0,null
1181056233822498818,6,239,5,11,134,Organic,7.0,2724.0,440252.0,10.0,3.0
1181061991175823360,5,263,5,10,160,Organic,6.0,2110.0,348430.0,6.0,1.0
1181075833066893312,4,190,4,9,1804,Organic,5.0,1884.0,278619.0,3.0,1.0
1181110131685863424,4,175,4,9,507,Organic,10.0,1757.0,219973.0,5.0,9.0
1181118322972831744,7,223,3,10,405,Google Ads ACI,5.0,1535.0,250490.0,8.0,6.0
1181127456975761408,3,20,2,2,19,Google Ads ACI,4.0,329.0,39742.0,2.0,3.0
1181140301893345280,3,151,3,7,140,Google Ads ACI,3.0,440.0,103142.0,4.0,1.0
1181174571651309568,10,692,8,12,559,Organic,18.0,3969.0,700710.0,23.0,24.0
1181211221014093824,3,259,5,10,2502,Organic,7.0,3462.0,424741.0,4.0,6.0
1181216108821094400,4,207,5,11,1726,Organic,6.0,2516.0,356566.0,4.0,null
1181225027748499456,7,132,5,11,178,Organic,8.0,2028.0,317060.0,10.0,2.0
1181247511902302208,2,74,2,2,471,Google Ads ACI,2.0,421.0,870.0,1.0,null
1181253647384715264,3,331,5,11,1731,Google Ads ACI,7.0,2581.0,476423.0,4.0,9.0
1181256976718376960,5,240,3,10,243,Google Ads ACI,4.0,1673.0,297899.0,6.0,5.0
1181259510614859778,3,112,3,8,944,Organic,8.0,894.0,117369.0,2.0,2.0
1181274318177316864,6,334,4,12,1475,Organic,5.0,2165.0,416838.0,6.0,3.0
1181299494222827520,3,83,3,8,1616,Organic,5.0,1406.0,151098.0,3.0,1.0
1181302691964391424,7,244,3,11,154,Organic,10.0,2004.0,349090.0,10.0,4.0
1181321642857476096,6,297,6,11,206,Organic,8.0,2356.0,410247.0,13.0,4.0
1181323896276656128,10,401,7,12,935,Google Ads ACI,10.0,3365.0,541947.0,16.0,16.0
1181326386116173824,7,200,5,12,1003,Google Ads ACI,12.0,2624.0,496756.0,11.0,2.0
1181326630220476416,12,237,6,11,444,Google Ads ACI,7.0,2878.0,398665.0,18.0,8.0
1181332940995432448,3,131,3,8,200,Google Ads ACI,8.0,1270.0,170668.0,2.0,8.0
1181338324493672458,4,234,3,5,103,Google Ads ACI,8.0,963.0,75603.0,5.0,5.0
1181339390702530560,3,226,3,10,2039,Google Ads ACI,4.0,1589.0,272276.0,3.0,7.0
1181342979109953536,9,647,8,11,515,Organic,11.0,4285.0,620595.0,11.0,24.0
1181349233056296960,10,239,5,11,295,Organic,8.0,2745.0,415754.0,14.0,16.0
1181349355123126272,3,216,5,9,2178,Organic,6.0,1878.0,203532.0,3.0,5.0
1181350364767596544,3,67,3,7,962,Google Ads ACI,3.0,662.0,95802.0,2.0,null
1181352216863191044,10,382,5,12,754,TT-Palmax,5.0,9424.0,531982.0,32.0,8.0
1181363794010447872,4,56,2,2,190,TT-youdao,1.0,740.0,1040.0,3.0,null
1181372324549500928,9,287,7,11,549,Organic,7.0,2699.0,433045.0,15.0,null
1181416471322959872,5,245,6,8,2197,Organic,9.0,2017.0,277730.0,6.0,null
1181424802762592256,5,380,4,11,2988,Organic,7.0,3828.0,390694.0,4.0,null
1181468091280797696,9,268,6,11,16,Google Ads ACI,12.0,2846.0,416713.0,16.0,2.0
1181488918629982208,4,204,4,5,866,Organic,4.0,1566.0,45948.0,6.0,8.0
1181515096573091840,3,65,2,3,885,Google Ads ACI,5.0,835.0,49133.0,2.0,2.0
1181525205659422720,9,348,6,9,228,Organic,9.0,3763.0,541724.0,13.0,5.0
1181534280371675136,7,340,6,12,470,Organic,9.0,2580.0,454934.0,8.0,6.0
1181579109579366406,8,168,5,10,19,Organic,7.0,1969.0,291400.0,12.0,10.0
1181580912702271490,2,0,2,2,50,Organic,2.0,null,1281.0,1.0,null
1181583981884223488,5,526,4,13,2874,Unattributed,13.0,4224.0,646378.0,10.0,4.0
1181609296828309504,7,545,6,11,2254,Organic,9.0,3144.0,488992.0,8.0,1.0
1181611963029917696,5,151,3,8,288,Organic,5.0,838.0,107999.0,5.0,6.0
1181621366298779648,2,61,2,2,380,Organic,3.0,380.0,5484.0,1.0,null
1181625355555844096,12,713,7,12,1627,Organic,8.0,6217.0,671250.0,34.0,5.0
1181632352682516480,18,854,8,10,1551,Organic,17.0,13656.0,697081.0,53.0,6.0
1181645279993016320,8,157,5,11,468,Google Ads ACI,8.0,1718.0,408911.0,9.0,5.0
1181661349017559040,4,241,3,10,2026,Organic,9.0,1706.0,280545.0,3.0,null
1181663169236447232,11,738,5,15,300,Google Ads ACI,14.0,6550.0,991936.0,26.0,23.0
1181663863083376640,6,425,6,11,2096,null,9.0,2886.0,470137.0,8.0,12.0
1181700072073596928,4,107,3,9,1539,Organic,3.0,1139.0,208590.0,3.0,null
1181715088181043200,9,681,7,14,1689,Organic,11.0,3839.0,932078.0,16.0,35.0
1181727203944050688,7,215,5,9,48,Google Ads ACI,7.0,2188.0,234680.0,7.0,3.0
1181736005623877632,4,278,5,9,722,Organic,7.0,1962.0,287115.0,4.0,14.0
1181736805175660544,7,251,6,10,891,Google Ads ACI,24.0,3521.0,479230.0,15.0,22.0
1181737141479157764,6,104,3,7,246,Google Ads ACI,7.0,896.0,113852.0,5.0,7.0
1181743852256501764,8,115,5,11,539,TT-Palmax,5.0,1789.0,332951.0,10.0,4.0
1181747985231388672,3,176,3,10,2285,Google Ads ACI,7.0,2075.0,326762.0,2.0,9.0
1181764374780448768,4,347,4,10,420,Organic,8.0,2090.0,329074.0,4.0,2.0
1181772849145192448,3,95,3,9,1532,Unity ads_MB,3.0,1132.0,175630.0,2.0,null
1181774367709736960,10,610,6,14,488,Google Ads ACI,8.0,4298.0,980641.0,20.0,17.0
1181782374933868544,7,158,5,11,92,Organic,13.0,2303.0,604342.0,7.0,null
1181842355649519616,4,119,4,7,1525,Organic,5.0,1225.0,141569.0,3.0,2.0
1181865287356522496,3,75,3,5,1285,Unattributed,5.0,1085.0,52541.0,2.0,2.0
1181890053371076608,3,170,4,8,350,Organic,13.0,1340.0,163177.0,2.0,5.0
1181907002897469442,5,502,6,14,341,Google Ads ACI,25.0,4191.0,995940.0,7.0,14.0
1181935613394296832,4,191,4,10,2514,Organic,5.0,2064.0,352765.0,3.0,1.0
1181950187908636672,4,75,3,7,681,Google Ads ACI,2.0,681.0,101100.0,3.0,null
1181972242838327296,3,90,3,7,923,Google Ads ACI,2.0,623.0,94953.0,2.0,1.0
1181985127215935488,7,340,6,10,1203,Organic,7.0,2393.0,341309.0,6.0,9.0
1181989400741949440,4,98,3,7,1473,Organic,7.0,1173.0,124010.0,3.0,4.0
1181993928073682946,2,56,2,2,491,Organic,3.0,441.0,1260.0,1.0,null
1181994738039922688,3,146,3,8,2176,Organic,3.0,1826.0,216366.0,2.0,null
1182000869181231104,5,217,5,10,1759,Organic,7.0,1509.0,307693.0,4.0,null
1182005942145781760,9,379,6,11,442,Organic,8.0,2892.0,438612.0,15.0,4.0
1182010029008490496,8,484,8,8,150,Google Ads ACI,19.0,4000.0,379885.0,21.0,20.0
1182014251942813696,8,374,5,12,687,Unattributed,8.0,3787.0,622744.0,11.0,16.0
1182015443393581056,3,72,3,9,1591,Google Ads ACI,8.0,1241.0,209437.0,2.0,5.0
1182026896745963534,11,720,6,12,757,Organic,24.0,4447.0,770329.0,15.0,23.0
1182037595782123520,6,472,6,11,2549,Organic,16.0,3339.0,480547.0,6.0,15.0
1182042007250415616,4,114,4,10,1900,Google Ads ACI,5.0,1450.0,276137.0,3.0,1.0
1182047525117366272,10,527,8,9,777,Organic,15.0,4057.0,554552.0,22.0,1.0
1182052003967148050,9,592,8,12,236,Google Ads ACI,19.0,3186.0,764151.0,19.0,3.0
1182054668503617536,3,181,4,9,2602,Organic,5.0,2202.0,191400.0,3.0,3.0
1182055560841797632,4,247,5,8,1312,Google Ads ACI,9.0,2347.0,180979.0,3.0,13.0
1182055797102743552,8,529,6,14,642,Google Ads ACI,12.0,4162.0,947377.0,15.0,29.0
1182066678851186688,8,233,5,10,520,Google Ads ACI,6.0,2770.0,293157.0,13.0,4.0
1182068122362843151,11,612,8,11,56,Organic,13.0,4336.0,564120.0,21.0,14.0
1182069840634982400,7,225,6,9,173,Google Ads ACI,11.0,2553.0,236517.0,14.0,11.0
1182072451794735104,4,63,3,3,343,Google Ads ACI,5.0,593.0,31056.0,3.0,null
1182077866750255104,3,52,3,7,635,Google Ads ACI,3.0,385.0,94470.0,2.0,null
1182088420999049216,3,240,4,9,784,Organic,8.0,1094.0,199947.0,5.0,2.0
1182107047244599296,7,256,5,10,328,Organic,9.0,1758.0,298000.0,10.0,3.0
1182109145172549632,3,279,4,11,1761,Google Ads ACI,7.0,2551.0,385333.0,3.0,13.0
1182120776061427712,6,214,6,10,1281,Google Ads ACI,6.0,2171.0,312928.0,5.0,12.0
1182121834456289280,3,93,3,9,98,Google Ads ACI,4.0,1038.0,180350.0,2.0,1.0
1182144947193651200,10,267,6,12,416,Organic,19.0,3366.0,677509.0,16.0,18.0
1182148227151962112,6,140,3,9,1008,Organic,6.0,1708.0,259589.0,6.0,2.0
1182209082774261760,4,211,4,10,2324,Google Ads ACI,6.0,2034.0,337006.0,3.0,19.0
1182217262476566531,3,114,3,8,1842,Organic,5.0,1502.0,176600.0,2.0,3.0
1182245464133611520,10,587,8,13,2464,Google Ads ACI,14.0,4714.0,805330.0,18.0,22.0
1182258276859912192,7,304,6,12,234,Google Ads ACI,23.0,3209.0,694627.0,7.0,19.0
1182275248423178240,16,947,9,17,135,Organic,12.0,5885.0,1198398.0,42.0,31.0
1182284565562003456,8,96,3,9,93,Organic,4.0,1193.0,217093.0,7.0,2.0
1182290407778684928,2,56,2,2,510,Organic,1.0,490.0,810.0,1.0,null
1182300620300754944,12,551,8,15,114,Organic,20.0,4564.0,1040991.0,25.0,17.0
1182303490534289408,4,320,5,12,2134,Organic,5.0,2224.0,448680.0,6.0,3.0
1182314596652814336,3,190,3,9,2061,Google Ads ACI,8.0,1661.0,227097.0,2.0,5.0
1182320228713893888,2,38,2,2,380,Google Ads ACI,1.0,330.0,950.0,1.0,null
1182335844980105216,10,234,6,10,253,Organic,10.0,3403.0,448033.0,17.0,8.0
1182350034239234048,3,178,4,10,1827,Google Ads ACI,6.0,1457.0,268468.0,3.0,4.0
1182351547619614720,3,199,4,8,1718,Unattributed,4.0,1036.0,113700.0,3.0,7.0
1182367743874179078,4,65,2,3,7,Google Ads ACI,7.0,807.0,43311.0,4.0,null
1182373938550808576,3,170,4,10,1156,Google Ads ACI,4.0,2186.0,305860.0,3.0,4.0
1182379444254285824,3,141,3,10,2238,Organic,4.0,1788.0,256887.0,2.0,null
1182390259996954624,5,267,5,9,1662,Organic,7.0,1862.0,258903.0,6.0,4.0
1182392180795256832,3,548,6,11,2907,Organic,12.0,3767.0,680294.0,1.0,35.0
1182392489810599940,3,0,2,2,794,Google Ads ACI,3.0,744.0,29455.0,2.0,2.0
1182397569045630976,3,148,3,7,848,Google Ads ACI,6.0,548.0,119209.0,2.0,1.0
1182399721436622848,11,453,7,9,608,Organic,10.0,3208.0,293605.0,16.0,11.0
1182404214488313856,9,486,8,15,2560,Organic,12.0,4610.0,922254.0,20.0,42.0
1182417554333765632,3,160,3,7,285,Organic,8.0,615.0,98006.0,4.0,2.0
1182439260058296320,2,105,3,9,414,Google Ads ACI,10.0,594.0,213760.0,1.0,10.0
1182446626392780805,8,314,6,6,152,Organic,10.0,2602.0,220354.0,14.0,3.0
1182458830320054272,3,40,3,8,290,Google Ads ACI,6.0,940.0,102460.0,5.0,null
1182464035543592960,3,181,4,10,2128,Organic,4.0,1678.0,299130.0,3.0,1.0
1182468163548229632,6,307,3,10,241,Google Ads ACI,7.0,1891.0,350392.0,10.0,3.0
1182471816149475336,10,717,8,9,1143,Organic,14.0,3738.0,399159.0,17.0,null
1182508064553574400,11,565,6,12,139,Unattributed,21.0,3829.0,635980.0,15.0,4.0
1182508251565002752,3,43,2,2,981,Google Ads ACI,4.0,931.0,28815.0,2.0,null
1182509304117211136,2,66,3,9,616,Google Ads ACI,2.0,266.0,149532.0,1.0,null
1182515552908746752,3,243,4,11,2727,Organic,11.0,2177.0,350803.0,3.0,9.0
1182536137973964800,6,388,6,10,2997,Organic,7.0,2547.0,358144.0,5.0,5.0
1182538665935507456,3,38,2,2,139,Google Ads ACI,2.0,389.0,880.0,2.0,null
1182540733144375296,1,10,1,1,100,Organic,1.0,100.0,null,null,null
1182542748029292544,3,75,3,8,1119,Organic,6.0,769.0,106200.0,2.0,1.0
1182574896266358784,5,247,5,10,1685,Unattributed,15.0,2755.0,353482.0,4.0,21.0
1182585208352808960,10,281,7,12,1948,Organic,13.0,3688.0,583184.0,14.0,null
1182610606927122432,7,248,4,10,163,Tiktok Installs,5.0,2193.0,381076.0,11.0,6.0
1182653648094629888,8,360,6,11,337,Organic,10.0,2787.0,378081.0,15.0,3.0
1182662454216241152,6,163,5,11,3230,Organic,8.0,2760.0,460061.0,5.0,23.0
1182663948470587392,3,56,2,2,168,Google Ads ACI,3.0,418.0,1020.0,2.0,null
1182666221984681984,3,176,3,8,1736,Organic,8.0,1386.0,172640.0,3.0,1.0
1182682205135052800,7,164,3,8,87,Apple Search Ads,8.0,1537.0,150901.0,9.0,null
1182688410658152448,2,43,2,2,81,Google Ads ACI,3.0,81.0,6775.0,1.0,null
1182700237257453568,3,42,2,3,66,Google Ads ACI,5.0,266.0,15380.0,2.0,null
1182724108299804672,6,727,7,13,1698,Organic,26.0,5238.0,787602.0,7.0,6.0
1182725627657064448,9,408,8,12,904,Apple Search Ads,16.0,3254.0,699501.0,17.0,17.0
1182734593858473984,2,56,2,2,548,Google Ads ACI,2.0,498.0,1140.0,1.0,null
1182734709268946944,4,308,5,10,2198,Google Ads ACI,16.0,3088.0,395222.0,4.0,2.0
1182752804935049216,3,167,3,4,1567,Organic,6.0,1497.0,65661.0,3.0,11.0
1182760348034277376,6,79,3,7,128,Apple Search Ads,7.0,1328.0,109930.0,8.0,1.0
1182761270944735236,7,397,5,11,889,Unattributed,7.0,2949.0,530550.0,12.0,17.0
1182769161873403904,4,292,6,8,1645,Unattributed,9.0,2635.0,279187.0,5.0,6.0
1182784607427244032,7,454,8,11,1302,Organic,19.0,3802.0,741642.0,9.0,29.0
1182785675632582656,11,433,5,13,2549,Organic,15.0,4909.0,734853.0,25.0,18.0
1182787178590113792,8,489,8,9,900,Unattributed,13.0,3490.0,567867.0,17.0,11.0
1182792952716464128,6,277,6,12,981,Organic,9.0,2981.0,481542.0,7.0,9.0
1182805511876128768,5,463,8,12,4076,Organic,13.0,3536.0,649301.0,7.0,null
1182811101813813248,7,145,3,8,296,Organic,4.0,1746.0,217293.0,8.0,2.0
1182813103964823552,5,112,3,7,53,Google Ads ACI,3.0,653.0,87485.0,5.0,null
1182816431893385216,5,149,4,10,690,Google Ads ACI,4.0,1140.0,247434.0,5.0,5.0
1182817983257387008,4,497,7,9,237,Organic,21.0,3857.0,385032.0,6.0,21.0
1182821497085894656,3,117,3,8,1847,Organic,4.0,1497.0,151160.0,2.0,1.0
1182823321037709312,9,402,6,11,151,Google Ads ACI,10.0,2601.0,452610.0,15.0,5.0
1182825949943570432,4,222,4,10,2251,Organic,3.0,1801.0,257210.0,3.0,1.0
1182829656584228864,4,233,4,7,95,Google Ads ACI,5.0,1735.0,135100.0,5.0,4.0
1182832118112194568,5,267,5,9,102,Organic,6.0,2102.0,239767.0,9.0,10.0
1182833292706066432,5,400,6,12,2237,Organic,11.0,3307.0,610086.0,6.0,34.0
1182838473866883072,5,197,5,11,2220,Unattributed,6.0,1770.0,334242.0,4.0,6.0
1182839142606708738,18,1529,11,16,438,Organic,17.0,30808.0,1546846.0,114.0,1.0
1182860874944098304,7,336,7,10,2508,Organic,9.0,3298.0,459140.0,6.0,18.0
1182868139159851008,11,472,8,10,290,Organic,13.0,3170.0,431340.0,18.0,null
1182874168429916160,6,253,5,9,322,Organic,12.0,1802.0,291808.0,10.0,null
1182910613286817792,4,336,5,11,2107,Organic,9.0,2897.0,421218.0,4.0,24.0
1182925349189591040,3,130,3,9,1118,Google Ads ACI,3.0,1318.0,157910.0,4.0,1.0
1182932994386563072,11,455,7,11,1521,Organic,10.0,3171.0,451040.0,14.0,14.0
1182952726422622208,3,196,3,8,1262,Organic,6.0,1262.0,110604.0,4.0,2.0
1182959955850825728,4,379,4,11,1987,Unattributed,28.0,2777.0,566715.0,3.0,36.0
1182960973099577344,6,136,3,3,25,Google Ads ACI,4.0,1125.0,66980.0,5.0,6.0
1182974968397312000,4,107,4,5,1809,Organic,7.0,1769.0,105150.0,3.0,1.0
1182984120486072320,4,359,6,11,2527,Unattributed,7.0,3317.0,404901.0,2.0,10.0
1182986545745899520,3,92,3,8,1766,Google Ads ACI,4.0,1416.0,175006.0,2.0,3.0
1183010336341495808,5,174,4,6,310,Organic,7.0,1340.0,85186.0,6.0,9.0
1183011495408046082,8,518,8,14,294,Organic,13.0,4104.0,791636.0,15.0,32.0
1183018776078069760,4,136,3,10,220,Organic,3.0,1700.0,276330.0,5.0,4.0
1183027617180164096,4,462,7,11,2522,Google Ads ACI,17.0,3692.0,545565.0,6.0,13.0
1183034613149208576,10,635,8,12,713,Organic,17.0,4263.0,810031.0,16.0,5.0
